name,candidate,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
SINGER,Singer,H,House,DEM,DEMOCRATIC PARTY,UT,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/19/18,3/19/18,3/19/18,H8UT03402,2018
NELSON,Nelson,H,House,REP,REPUBLICAN PARTY,AK,0,0,{00},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,6/8/18,7/8/18,7/8/18,H8AK01031,2018
ABRAMS,Abrams,H,House,DEM,DEMOCRATIC PARTY,NM,1,1,{01},{2018},{2018},N,O,Open seat,1/9/18 21:09,5/16/17,5/16/17,5/16/17,H8NM01356,2018
WILLIAMS,Williams,H,House,DEM,DEMOCRATIC PARTY,TN,2,2,{02},{2018},{2018},C,O,Open seat,1/9/18 21:09,5/11/17,5/11/17,5/11/17,H8TN02101,2018
HORNE,Horne,H,House,REP,REPUBLICAN PARTY,NV,1,1,"{01,01}","{2016,2018}","{2016,2018}",N,C,Challenger,4/25/18 21:12,3/25/16,3/25/16,3/25/16,H6NV01224,2018
LOVE,Love,H,House,DEM,DEMOCRATIC PARTY,TX,32,32,"{26,26,32}","{1992,2000,2018}","{1992,2000,2002,2018,2020}",N,C,Challenger,3/3/17 21:11,11/16/92,2/21/17,2/21/17,H2TX26051,2018
MEEHAN,Meehan,H,House,REP,REPUBLICAN PARTY,PA,7,7,"{07,07,07,07,07}","{2010,2012,2014,2016,2018}","{2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,9/14/09,3/2/17,3/2/17,H0PA07082,2018
MCDONALD,Mcdonald,H,House,DEM,DEMOCRATIC PARTY,UT,4,4,{04},{2018},{2018},C,C,Challenger,9/27/17 20:56,7/1/17,7/1/17,7/1/17,H8UT04046,2018
GLASSMAN,Glassman,H,House,DEM,DEMOCRATIC PARTY,CT,5,5,{05},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,4/9/18,4/9/18,4/9/18,H8CT05195,2018
RABIN,Rabin,H,House,REP,REPUBLICAN PARTY,NY,12,12,{12},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/9/18,7/9/18,7/9/18,H8NY12145,2018
WANNAMAKER,Wannamaker,H,House,DEM,DEMOCRATIC PARTY,TX,26,26,{26},{2018},{2018},N,C,Challenger,8/1/17 20:57,7/4/17,7/4/17,7/4/17,H8TX26116,2018
HARTMAN,Hartman,H,House,DEM,DEMOCRATIC PARTY,PA,10,10,"{16,10}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,7/1/15,3/6/18,3/6/18,H6PA16296,2018
GEREN,Geren,H,House,DEM,DEMOCRATIC PARTY,SC,3,3,{03},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,4/1/17,4/1/17,4/1/17,H8SC03070,2018
NORRIS,Norris,H,House,REP,REPUBLICAN PARTY,AL,4,4,{04},{2018},{2018},N,C,Challenger,4/19/17 21:05,3/30/17,3/30/17,3/30/17,H8AL04060,2018
PARVIZIAN,Parvizian,H,House,DEM,DEMOCRATIC PARTY,TX,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,12/2/17,12/2/17,12/2/17,H8TX02174,2018
STEFANIK,Stefanik,H,House,REP,REPUBLICAN PARTY,NY,21,21,"{21,21,21,21}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",C,I,Incumbent,4/5/19 21:07,8/6/13,4/5/19,4/5/19,H4NY21079,2020
LITTON,Litton,H,House,DEM,DEMOCRATIC PARTY,TX,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,5/5/17,9/26/18,9/26/18,H8TX02067,2018
KEATING,Keating,H,House,DEM,DEMOCRATIC PARTY,MA,9,9,"{10,09,09,09,09,09}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,3/15/10,1/29/19,1/29/19,H0MA10082,2020
SHERRILL,Sherrill,H,House,DEM,DEMOCRATIC PARTY,NJ,11,11,"{11,11}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/1/19 21:06,5/11/17,4/1/19,4/1/19,H8NJ11142,2020
GRANT,Grant,H,House,REP,REPUBLICAN PARTY,CA,7,7,{07},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/3/17,7/3/17,7/3/17,H8CA07056,2018
DONNELLY,Donnelly,H,House,REP,REPUBLICAN PARTY,CA,8,8,"{08,08}","{2016,2018}","{2016,2018}",N,C,Challenger,4/9/18 21:07,3/9/16,3/9/16,3/9/16,H6CA08207,2018
MOSS,Moss,H,House,DEM,DEMOCRATIC PARTY,MT,0,0,{00},{2018},{2018},C,C,Challenger,2/26/18 21:28,10/23/17,10/23/17,10/23/17,H8MT01224,2018
SANCHEZ,Sanchez,H,House,DEM,DEMOCRATIC PARTY,CA,38,38,"{39,39,39,39,39,39,38,38,38,38}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/5/19 21:17,10/4/01,1/22/19,1/22/19,H2CA39078,2020
SOSTACK,Sostack,H,House,REP,REPUBLICAN PARTY,FL,13,13,{13},{2018},{2018},C,C,Challenger,7/17/18 21:11,4/8/18,4/8/18,4/8/18,H8FL13144,2018
CAVASSO,Cavasso,H,House,REP,REPUBLICAN PARTY,HI,1,1,{01},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,6/8/18,7/9/18,7/9/18,H8HI00012,2018
MILLER,Miller,H,House,DEM,DEMOCRATIC PARTY,NC,2,2,{02},{2018},{2018},N,C,Challenger,1/4/18 21:07,11/13/17,11/13/17,11/13/17,H8NC02128,2018
SHALALA,Shalala,H,House,DEM,DEMOCRATIC PARTY,FL,27,27,"{27,27}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/20/19 21:12,3/5/18,4/19/19,4/19/19,H8FL27193,2020
DISANTO,Disanto,H,House,DEM,DEMOCRATIC PARTY,AZ,4,4,{04},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/5/18,3/5/18,3/5/18,H8AZ04165,2018
CAMPBELL,Campbell,H,House,REP,REPUBLICAN PARTY,TX,5,5,{05},{2018},{2018},N,O,Open seat,1/9/18 21:09,11/17/17,11/17/17,11/17/17,H8TX05102,2018
ROWE,Rowe,H,House,DEM,DEMOCRATIC PARTY,IA,1,1,{01},{2018},{2018},C,C,Challenger,2/7/18 21:13,5/26/17,5/26/17,5/26/17,H8IA01102,2018
FORTENBERRY,Fortenberry,H,House,REP,REPUBLICAN PARTY,NE,1,1,"{01,01,01,01,01,01,01,01,01}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}","{2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/9/19 21:06,1/26/04,3/27/19,3/27/19,H4NE01064,2020
FRANCIS,Francis,H,House,DEM,DEMOCRATIC PARTY,LA,1,1,{01},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/14/18,5/14/18,5/14/18,H8LA01130,2018
MCGINTY,Mcginty,H,House,DEM,DEMOCRATIC PARTY,PA,7,7,{07},{2018},"{2018,2020}",N,O,Open seat,1/26/18 21:11,1/8/17,1/17/17,1/17/17,H8PA07093,2018
PRICE,Price,H,House,DEM,DEMOCRATIC PARTY,IL,6,6,{06},{2018},{2018},N,C,Challenger,1/4/18 21:07,5/8/17,10/13/17,10/13/17,H8IL06113,2018
AYCOX,Aycox,H,House,DEM,DEMOCRATIC PARTY,MS,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/13/18,3/13/18,3/13/18,H8MS03174,2018
MORIN,Morin,H,House,DEM,DEMOCRATIC PARTY,SC,4,4,{04},{2018},{2018},C,O,Open seat,4/18/18 21:13,1/5/18,1/5/18,1/5/18,H8SC04235,2018
HOLDEN,Holden,H,House,DEM,DEMOCRATIC PARTY,FL,19,19,{19},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/3/17,7/3/17,7/3/17,H8FL19067,2018
REYNOLDS,Reynolds,H,House,DEM,DEMOCRATIC PARTY,TN,4,4,"{04,04}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,5/5/16,6/13/17,6/13/17,H6TN04200,2018
ROBBINS,Robbins,H,House,DEM,DEMOCRATIC PARTY,OK,3,3,"{03,03,03,03,03}","{2008,2010,2012,2014,2018}","{2008,2010,2012,2014,2018,2020}",N,C,Challenger,5/14/18 23:12,5/19/08,5/14/18,5/14/18,H8OK03047,2018
FAWELL,Fawell,H,House,REP,REPUBLICAN PARTY,IL,17,17,"{17,17}","{2014,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,10/15/14,5/23/18,5/23/18,H4IL17077,2018
WALKER,Walker,H,House,REP,REPUBLICAN PARTY,NC,6,6,"{06,06,06,06}","{2014,2016,2018,2020}","{2014,2016,2018,2020}",N,I,Incumbent,4/16/19 21:11,3/26/13,4/15/19,4/15/19,H4NC06052,2020
JHINGAN,Jhingan,H,House,REP,REPUBLICAN PARTY,IL,8,8,{08},{2018},{2018},C,C,Challenger,2/7/18 21:13,12/30/17,12/30/17,12/30/17,H8IL08119,2018
FOSTER,Foster,H,House,DEM,DEMOCRATIC PARTY,GA,14,14,{14},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/25/18,3/25/18,3/25/18,H8GA14025,2018
O'ROURKE,O'Rourke,H,House,DEM,DEMOCRATIC PARTY,TX,16,16,"{16,16,16,16}","{2012,2014,2016,2018}","{2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,8/26/11,3/10/17,3/10/17,H2TX16185,2018
SUDDARTH,Suddarth,H,House,DEM,DEMOCRATIC PARTY,VA,1,1,{01},{2018},{2018},C,C,Challenger,1/30/18 21:08,11/1/17,11/1/17,11/1/17,H8VA01295,2018
UNDERWOOD,Underwood,H,House,DEM,DEMOCRATIC PARTY,IL,14,14,"{14,14}","{2018,2020}","{2018,2020}",C,I,Incumbent,3/29/19 21:06,8/8/17,1/7/19,1/7/19,H8IL14174,2020
FENTY,Fenty,H,House,REP,REPUBLICAN PARTY,VA,4,4,{04},{2018},{2018},C,C,Challenger,4/25/18 21:12,4/14/18,4/14/18,4/14/18,H8VA04034,2018
GERSHON,Gershon,H,House,DEM,DEMOCRATIC PARTY,NY,1,1,{01},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/15/17,12/11/18,12/11/18,H8NY01155,2018
TEDESCHI,Tedeschi,H,House,REP,REPUBLICAN PARTY,MA,9,9,{09},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/19/17,10/19/17,10/19/17,H8MA09046,2018
LEWIS,Lewis,H,House,DEM,DEMOCRATIC PARTY,GA,5,5,"{05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05}","{1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/25/19 21:15,2/10/86,1/17/19,1/17/19,H6GA05217,2020
WALORSKI SWIHART,Walorski Swihart,H,House,REP,REPUBLICAN PARTY,IN,2,2,"{02,02,02,02,02,02}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,10/13/09,2/4/19,2/4/19,H0IN02190,2020
PLASKETT,Plaskett,H,House,DEM,DEMOCRATIC PARTY,VI,0,0,"{00,00,00,00,00}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/3/19 21:06,8/28/12,1/24/19,1/24/19,H2VI00082,2020
GREEN,Green,H,House,REP,REPUBLICAN PARTY,MA,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,10/3/17,10/3/17,10/3/17,H8MA03114,2018
RIGGLEMAN,Riggleman,H,House,REP,REPUBLICAN PARTY,VA,5,5,"{05,05}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/3/19 21:06,6/4/18,3/20/19,3/20/19,H8VA05171,2020
RABINOWITZ,Rabinowitz,H,House,DEM,DEMOCRATIC PARTY,FL,15,15,"{NULL,15}","{2016,2018}","{2016,2018,2020}",N,O,Open seat,4/12/18 21:15,6/7/17,6/7/17,6/7/17,H6FL00103,2018
LAMBERT,Lambert,H,House,REP,REPUBLICAN PARTY,CA,46,46,{46},{2018},"{2018,2020}",N,C,Challenger,4/13/18 21:15,1/31/18,1/31/18,1/31/18,H8CA46120,2018
RHEA,Rhea,H,House,REP,REPUBLICAN PARTY,CO,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,10/10/17,10/10/17,10/10/17,H8CO05155,2018
GABBARD,Gabbard,H,House,REP,REPUBLICAN PARTY,CA,48,48,{48},{2018},{2018},C,C,Challenger,5/15/18 21:06,3/1/18,3/1/18,3/1/18,H8CA48142,2018
LESKO,Lesko,H,House,REP,REPUBLICAN PARTY,AZ,8,8,"{08,08}","{2018,2020}","{2018,2020}",C,I,Incumbent,2/7/19 21:29,12/21/17,2/7/19,2/7/19,H8AZ08158,2020
BEAUREGARD,Beauregard,H,House,DEM,DEMOCRATIC PARTY,CA,50,50,{50},{2018},{2018},C,C,Challenger,8/1/17 20:57,4/19/17,4/19/17,4/19/17,H8CA50114,2018
UEHLINGER,Uehlinger,H,House,REP,REPUBLICAN PARTY,PA,9,9,{09},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,10/20/17,3/23/18,3/23/18,H8PA15237,2018
GARCIA,Garcia,H,House,DEM,DEMOCRATIC PARTY,TX,29,29,{29},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/21/17,11/21/17,11/21/17,H8TX29078,2018
PAYNE,Payne,H,House,DEM,DEMOCRATIC PARTY,CA,48,48,{48},{2018},"{2018,2020}",P,C,Challenger,5/23/18 21:29,3/13/18,3/13/18,3/13/18,H8CA48159,2018
KOWALL,Kowall,H,House,REP,REPUBLICAN PARTY,MI,11,11,{11},{2018},{2018},C,O,Open seat,4/17/18 21:13,2/5/18,2/5/18,2/5/18,H8MI11361,2018
BUCHAN,Buchan,H,House,REP,REPUBLICAN PARTY,FL,9,9,{09},{2018},{2018},N,C,Challenger,8/1/17 20:57,4/20/17,4/20/17,4/20/17,H8FL09118,2018
SOTO,Soto,H,House,DEM,DEMOCRATIC PARTY,FL,9,9,"{09,09,09}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,1/30/19 21:09,7/13/15,11/21/18,11/21/18,H6FL09179,2020
BERGMANN,Bergmann,H,House,REP,REPUBLICAN PARTY,TN,9,9,{09},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/30/18,1/30/18,1/30/18,H8TN09114,2018
MALONEY,Maloney,H,House,DEM,DEMOCRATIC PARTY,NY,18,18,"{18,18,18,18,18}","{2012,2014,2016,2018,2020}","{2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,2/10/12,1/17/19,1/17/19,H2NY22139,2020
RACKLEFF,Rackleff,H,House,DEM,DEMOCRATIC PARTY,FL,2,2,{02},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,6/22/17,6/22/17,6/22/17,H8FL02097,2018
WALTERS,Walters,H,House,REP,REPUBLICAN PARTY,FL,22,22,{22},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/5/18,7/5/18,7/5/18,H8FL22095,2018
BASS,Bass,H,House,DEM,DEMOCRATIC PARTY,CA,37,37,"{33,37,37,37,37,37}","{2010,2012,2014,2016,2018,2020}","{2010,2012,2014,2016,2018,2020}",C,I,Incumbent,2/4/19 21:41,2/19/10,2/4/19,2/4/19,H0CA33117,2020
CALLAHAN,Callahan,H,House,REP,REPUBLICAN PARTY,GA,13,13,{13},{2018},{2018},C,C,Challenger,4/25/18 21:12,3/23/18,3/23/18,3/23/18,H8GA13035,2018
DUNN,Dunn,H,House,REP,REPUBLICAN PARTY,MS,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,1/31/18,1/31/18,1/31/18,H8MS03158,2018
EICHHOLZ,Eichholz,H,House,DEM,DEMOCRATIC PARTY,MI,6,6,{06},{2018},{2018},C,C,Challenger,10/17/17 22:53,7/12/17,7/12/17,7/12/17,H8MI06148,2018
FRELINGHUYSEN,Frelinghuysen,H,House,REP,REPUBLICAN PARTY,NJ,11,11,"{12,12,11,11,11,11,11,11,11,11,11,11,11,11,11}","{1982,1990,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,1/13/82,1/18/17,1/18/17,H2NJ05014,2018
LOVE,Love,H,House,REP,REPUBLICAN PARTY,UT,4,4,"{04,04,04,04}","{2012,2014,2016,2018}","{2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,11/14/11,2/20/18,2/20/18,H2UT04023,2018
RAMIREZ-ROSA,Ramirez-Rosa,H,House,DEM,DEMOCRATIC PARTY,IL,4,4,{04},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/30/17,11/30/17,11/30/17,H8IL04142,2018
FRENETTE,Frenette,H,House,DEM,DEMOCRATIC PARTY,WI,7,7,{07},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/29/18,2/22/18,2/22/18,H8WI07088,2018
DEAM,Deam,H,House,DEM,DEMOCRATIC PARTY,IA,4,4,{04},{2018},{2018},N,C,Challenger,4/19/17 21:05,3/19/17,3/19/17,3/19/17,H8IA04098,2018
HERROD,Herrod,H,House,REP,REPUBLICAN PARTY,UT,3,3,{03},{2018},{2018},C,C,Challenger,6/18/18 21:05,6/27/17,5/10/18,5/10/18,H8UT03253,2018
SMUCKER,Smucker,H,House,REP,REPUBLICAN PARTY,PA,11,11,"{16,11,11}","{2016,2018,2020}","{2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,12/22/15,12/14/18,12/14/18,H6PA16320,2020
MCCARTHY,Mccarthy,H,House,REP,REPUBLICAN PARTY,OK,2,2,"{02,02}","{2016,2018}","{2016,2018}",C,C,Challenger,10/17/17 22:53,9/14/17,9/14/17,9/14/17,H6OK02258,2018
RUSK,Rusk,H,House,DEM,DEMOCRATIC PARTY,CA,39,39,{39},{2018},{2018},N,O,Open seat,1/9/18 21:09,9/27/17,9/27/17,9/27/17,H8CA39208,2018
KIRKLAND,Kirkland,H,House,DEM,DEMOCRATIC PARTY,PA,5,5,{05},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/1/18,3/1/18,3/1/18,H8PA05279,2018
FASO,Faso,H,House,REP,REPUBLICAN PARTY,NY,19,19,"{19,19}","{2016,2018}","{2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,7/1/15,1/4/17,1/4/17,H6NY19169,2018
SMITH,Smith,H,House,REP,REPUBLICAN PARTY,CA,41,41,{41},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/19/17,3/19/17,3/19/17,H8CA41170,2018
FAREED,Fareed,H,House,REP,REPUBLICAN PARTY,CA,24,24,"{24,24,24}","{2014,2016,2018}","{2014,2016,2018,2020}",P,C,Challenger,3/27/19 16:02,10/30/13,8/16/17,8/16/17,H4CA24142,2018
PASCRELL,Pascrell,H,House,DEM,DEMOCRATIC PARTY,NJ,9,9,"{08,08,08,08,08,08,08,08,09,09,09,09,09}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",N,I,Incumbent,4/24/19 21:09,2/22/96,4/24/19,4/24/19,H6NJ08118,2020
WILLIAMS,Williams,H,House,DEM,DEMOCRATIC PARTY,WV,3,3,{03},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,7/24/17,7/24/17,7/24/17,H8WV03089,2018
LOBIONDO,Lobiondo,H,House,REP,REPUBLICAN PARTY,NJ,2,2,"{02,02,02,02,02,02,02,02,02,02,02,02,02,02}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,5/29/92,12/9/16,12/9/16,H2NJ02037,2018
MORELLE,Morelle,H,House,DEM,DEMOCRATIC PARTY,NY,25,25,"{25,25}","{2018,2020}","{2018,2020}",C,I,Incumbent,4/3/19 21:06,4/2/18,11/26/18,11/26/18,H8NY25105,2020
SNUFFER,Snuffer,H,House,REP,REPUBLICAN PARTY,WV,3,3,"{03,03,03,03}","{2004,2006,2012,2018}","{2004,2006,2008,2012,2014,2018}",N,O,Open seat,4/3/18 21:07,5/8/03,10/1/12,10/1/12,H4WV03047,2018
MADUENO,Madueno,H,House,DEM,DEMOCRATIC PARTY,CA,10,10,{10},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,8/17/17,8/17/17,8/17/17,H8CA10175,2018
HARDY,Hardy,H,House,REP,REPUBLICAN PARTY,NV,4,4,{04},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,1/19/18,10/19/18,10/19/18,H8NV04059,2018
BRISCOE,Briscoe,H,House,REP,REPUBLICAN PARTY,CA,47,47,{47},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,3/1/18,3/1/18,3/1/18,H8CA47078,2018
GARROD,Garrod,H,House,DEM,DEMOCRATIC PARTY,MI,6,6,{06},{2018},"{2018,2020}",N,C,Challenger,8/1/17 20:57,5/1/17,7/17/17,7/17/17,H8MI06122,2018
THORNBERRY,Thornberry,H,House,REP,REPUBLICAN PARTY,TX,13,13,"{13,13,13,13,13,13,13,13,13,13,13,13,13,13}","{1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,3/26/19 21:06,12/7/93,12/17/18,12/17/18,H4TX13014,2020
SCHWARTZ,Schwartz,H,House,REP,REPUBLICAN PARTY,FL,21,21,{21},{2018},{2018},C,C,Challenger,4/17/18 21:13,1/30/18,1/30/18,1/30/18,H8FL21063,2018
KLEINMAN,Kleinman,H,House,DEM,DEMOCRATIC PARTY,NJ,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,4/6/18,4/6/18,4/6/18,H8NJ02257,2018
CHENEY,Cheney,H,House,DEM,DEMOCRATIC PARTY,IL,6,6,{06},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,7/11/17,7/11/17,7/11/17,H8IL06147,2018
MACARTHUR,Macarthur,H,House,REP,REPUBLICAN PARTY,NJ,3,3,"{03,03,03}","{2014,2016,2018}","{2014,2016,2018,2020}",P,I,Incumbent,3/27/19 16:02,2/11/14,3/2/17,3/2/17,H4NJ03130,2018
BRYAN,Bryan,H,House,DEM,DEMOCRATIC PARTY,TX,2,2,"{02,02}","{2016,2018}","{2016,2018,2020}",N,O,Open seat,1/9/18 21:09,1/28/16,3/22/17,3/22/17,H6TX02160,2018
SAN MIGUEL,San Miguel,H,House,REP,REPUBLICAN PARTY,AZ,3,3,"{03,03}","{2016,2018}","{2016,2018,2020}",N,C,Challenger,3/3/17 21:11,12/18/15,3/2/17,3/2/17,H6AZ03179,2018
CHERNY,Cherny,H,House,REP,REPUBLICAN PARTY,SC,1,1,"{01,01,01}","{2014,2016,2018}","{2014,2016,2018}",N,C,Challenger,5/16/18 21:15,9/25/14,4/15/16,4/15/16,H4SC01271,2018
FRIDAY,Friday,H,House,DEM,DEMOCRATIC PARTY,MI,7,7,{07},{2018},{2018},C,C,Challenger,2/8/18 21:14,11/1/17,11/1/17,11/1/17,H8MI07112,2018
BROOKS,Brooks,H,House,DEM,DEMOCRATIC PARTY,PA,18,18,"{14,14,14,18}","{2012,2014,2016,2018}","{2012,2014,2016,2018,2020}",N,C,Challenger,4/9/18 21:07,1/23/12,10/29/15,10/29/15,H2PA14092,2018
JOIS,Jois,H,House,DEM,DEMOCRATIC PARTY,NJ,7,7,{07},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,9/5/17,9/5/17,9/5/17,H8NJ07215,2018
MCNEILL,Mcneill,H,House,DEM,DEMOCRATIC PARTY,NC,8,8,{08},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,1/22/18,1/22/18,1/22/18,H8NC08083,2018
LEE,Lee,H,House,DEM,DEMOCRATIC PARTY,CA,39,39,{39},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/8/18,3/8/18,3/8/18,H8CA39299,2018
JACOBS,Jacobs,H,House,DEM,DEMOCRATIC PARTY,CA,49,49,{49},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,11/16/17,2/15/18,2/15/18,H8CA49074,2018
ALLISON,Allison,H,House,REP,REPUBLICAN PARTY,NC,1,1,{01},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,2/13/18,2/13/18,2/13/18,H8NC01104,2018
WILD,Wild,H,House,DEM,DEMOCRATIC PARTY,MI,13,13,{13},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,2/20/18,2/20/18,2/20/18,H8MI13276,2018
GREENAWAY,Greenaway,H,House,DEM,DEMOCRATIC PARTY,CA,25,25,{25},{2018},{2018},N,C,Challenger,10/5/17 20:56,9/19/17,9/19/17,9/19/17,H8CA25108,2018
SUNDQUIST,Sundquist,H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{2018},"{2018,2020}",P,C,Challenger,3/27/19 16:02,5/23/17,5/23/17,5/23/17,H8NY23134,2018
COOPER,Cooper,H,House,REP,REPUBLICAN PARTY,TX,4,4,{04},{2018},{2018},N,C,Challenger,1/26/18 21:11,,,,H8TX04188,2018
NEAL,Neal,H,House,DEM,DEMOCRATIC PARTY,MA,1,1,"{02,02,02,02,02,02,02,02,02,02,02,02,01,01,01,01,01}","{1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","{1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",C,I,Incumbent,4/1/19 21:06,4/25/88,4/1/19,4/1/19,H8MA02041,2020
FLANAGAN,Flanagan,H,House,REP,REPUBLICAN PARTY,NH,2,2,"{02,02}","{2016,2018}","{2016,2018,2020}",P,C,Challenger,3/27/19 16:02,3/14/16,11/7/17,11/7/17,H6NH02162,2018
GROSSMAN,Grossman,H,House,REP,REPUBLICAN PARTY,NJ,2,2,{02},{2018},"{2018,2020}",P,O,Open seat,3/27/19 16:02,3/3/18,3/3/18,3/3/18,H8NJ02232,2018
MCBATH,Mcbath,H,House,DEM,DEMOCRATIC PARTY,GA,6,6,"{06,06}","{2018,2020}","{2018,2020}",C,I,Incumbent,3/29/19 21:06,3/5/18,3/4/19,3/4/19,H8GA06393,2020
GONZALEZ,Gonzalez,H,House,DEM,DEMOCRATIC PARTY,IL,4,4,{04},{2018},{2018},C,O,Open seat,2/21/18 21:15,10/24/17,10/24/17,10/24/17,H8IL04126,2018
POMPEO,Pompeo,H,House,REP,REPUBLICAN PARTY,KS,4,4,"{04,04,04,04,04}","{2010,2012,2014,2016,2018}","{2010,2012,2014,2016,2018,2020}",N,I,Incumbent,1/5/17 21:04,4/3/09,11/13/16,11/13/16,H0KS04051,2018
