name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
ANDY KIM FOR CONGRESS,"{2018,2020}","KIM, JAE SOON",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00648220,H8NJ03206,6/19/17,4/25/19,4/25/19
FULFORD FOR CONGRESS,{2018},"REEVE, MARTHA LEGG",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ME,C00651117,H8ME02151,7/20/17,6/3/18,4/18/18
TODD ALLEN FOR CONGRESS COMMITTEE,{2018},"HAMRICK, ELIZABETH A",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00647859,H8TX24103,6/15/17,4/27/18,2/21/18
PRIES FOR CONGRESS,{2018},LOUIS SCHIAZZA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00660720,H8PA15252,11/14/17,4/20/18,11/14/17
SARA JACOBS FOR CONGRESS,"{2018,2020}","MAY, JENNIFER",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00660837,H8CA49074,11/16/17,4/15/19,2/15/18
COMMITTEE TO ELECT FRED WOODEN,{2018},"READER, CHRISTOPHER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00655902,H8MI03061,9/19/17,12/5/18,9/19/17
THE COMMITTEE TO ELECT JACK VOLPATO,{2018},"NEATHERLIN, SHERRY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NM,C00656066,H8NM02172,9/20/17,7/19/18,10/13/17
CLEAVESFORCONGRESS,{2018},"CLEAVES, PHILIP J MR JR",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ME,C00637702,H8ME02136,4/15/17,11/2/17,10/31/17
HOSTETLER FOR CONGRESS,"{2018,2020}","HOSTETLER, ROBERT STEVEN",H,House,Q,P,Principal campaign committee,,,NNE,NONE,TX,C00668111,H8TX20143,1/31/18,3/8/18,1/31/18
JAMES DEAN ELECTION COMMITTEE,"{2018,2020}","ALSPACH, JAMES DEAN",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00674101,H8IN09131,3/23/18,3/23/18,3/23/18
RUFUS GIFFORD FOR CONGRESS,"{2018,2020}","BROWN, SAM",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00660381,H8MA03171,11/13/17,4/12/19,11/13/17
DAYLIN FOR CONGRESS,{2018},"MASSICOTTE, CHRIS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00646646,H4PA13181,5/24/17,10/25/18,11/17/17
COOPER 4 CONGRESS GA,{2018},"COOPER, DAVE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00671198,H8GA09066,2/23/18,6/14/18,4/12/18
ALLEN CHESSER FOR CONGRESS,{2018},"STRONG, JEFFREY DEAN",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00656231,H8NC02102,9/23/17,5/25/18,10/7/17
FRIENDS OF KAREN MALLARD,{2018},"LAW, CATHERINE NASELLO",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00649509,H8VA02103,7/6/17,11/27/18,7/6/17
TRITCH FOR CONGRESS,"{2018,2020}","SILLIMAN, KATHLEEN J",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00648055,H8IN03076,6/18/17,4/8/19,1/16/19
CAROL HAFNER FOR CONGRESS,"{2018,2020}","HAFNER, CAROL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SD,C00679621,H8AK01023,5/25/18,5/25/18,5/25/18
LEE THOMAS MILLER FOR CONGRESS,{2018},"PERRIGO, STEVEN NEIL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00659748,H8TN07084,11/3/17,4/25/18,11/3/17
CHRIS PAPPAS FOR CONGRESS,"{2018,2020}","MONGAN, ROBERT",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NH,C00660464,H8NH01210,11/13/17,4/15/19,4/10/19
KAREN VAUGHN FOR CONGRESS,{2018},"WILLIAMS, SEAN",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00675116,H0FL18173,4/2/18,7/19/18,4/2/18
GARCIA-URESTE FOR US CONGRESS,"{2018,2020}","GARCIA-URESTE, ALIA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00660860,H8TX16125,11/16/17,1/29/18,1/29/18
PAUL SPERLING 2018,"{2018,2020}","SPERLING, PAUL",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00655365,H8NY11121,9/13/17,9/13/17,9/13/17
KEVIN THOMAS FOR CONGRESS,"{2018,2020}","STONER, KRISTEN M",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00669267,H8NY02112,2/8/18,2/19/19,2/8/18
ERIC ZMRHAL FOR CONGRESS,{2018},"ZMRHAL, GARY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00654632,H8TX22230,9/4/17,5/21/18,9/26/17
COMMITTEE TO ELECT AUXIER,"{2018,2020}","REH, JANE",H,House,T,P,Principal campaign committee,,,GRE,GREEN PARTY,IL,C00674317,H8IL12152,3/26/18,3/20/19,6/6/18
TIM RICH FOR CONGRESS,"{2018,2020}","RICH, TIMOTHY A",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ME,C00649368,H8ME02144,7/5/17,2/19/19,7/5/17
COMMITTEE TO ELECT FRANK MCNEILL,"{2018,2020}","BURNS, JOHN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00663849,H8NC08083,12/20/17,1/30/19,1/23/18
DEBBIE LESKO FOR CONGRESS,"{2018,2020}","RAGAN, ASHLEY",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00663914,H8AZ08158,12/21/17,4/15/19,2/7/19
PATRICK DONOVAN FOR CONGRESS,"{2018,2020}","DONOVAN, KERRY MS",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,RI,C00689018,H8RI01100,10/4/18,10/4/18,10/4/18
JIM BENNETT FOR CONGRESS,{2018},"BENNETT, LAUREL KAYE",H,House,T,P,Principal campaign committee,,,UNK,UNKNOWN,UT,C00656116,H8UT03394,9/21/17,4/27/18,9/21/17
MIKE SIEGEL FOR CONGRESS,"{2018,2020}","KIM, DUSTIN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00662668,H8TX10110,12/7/17,4/15/19,1/30/18
SHANELLE FOR CONGRESS,"{2018,2020}","JACKSON, SHANELLE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00671560,H8MI13292,2/27/18,2/27/18,2/27/18
HOEFFEL FOR CONGRESS,{2018},"ALBERT, JEFFREY",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00673848,,3/20/18,10/23/18,3/20/18
FRIENDS OF JERRY HILLIARD,"{2018,2020}",GAIL P SCHMIDT,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00649582,,7/7/17,4/15/19,1/12/18
GABRIEL SHOOTMAN,"{2018,2020}","SHOOTMAN, SANDRA",H,House,Q,P,Principal campaign committee,,,UN,UNAFFILIATED,CA,C00665398,H8CA52144,1/10/18,1/10/18,1/10/18
COMMITTEE TO ELECT CARLTON E. SMITH,"{2018,2020}","SCOTT, WILLIAM DELANO III",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MS,C00653550,H8MS01152,8/21/17,4/15/19,8/21/17
CHRIS PERRI FOR CONGRESS,"{2018,2020}","PERRI, CHRISTOPHER",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00637876,H8TX21174,4/18/17,3/15/19,10/17/17
DAN BALL FOR CONGRESS,"{2018,2020}","MARTIN, STEVEN G. JR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00657395,H8CA36162,10/6/17,4/15/19,10/6/17
FRIENDS OF CHRIS HERROD FOR CONGRESS,{2018},"MCCAULEY, MIKE",H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,UT,C00648766,H8UT03253,6/27/17,10/24/17,6/27/17
BEEMAN FOR CONGRESS,"{2018,2020}",BRANDON M MAGOON,H,House,Q,P,Principal campaign committee,,,,,PA,C00689802,H8PA16094,10/15/18,2/19/19,
COMMITTEE TO ELECT RONALD J FITZHERBERT,"{2018,2020}","FITZHERBERT, RONALD J",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NM,C00633719,H8NM02123,2/23/17,4/1/17,4/1/17
ZENO FOR CONGRESS,"{2018,2020}","PANASUK, FRANK JOHN MR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00679050,H8NY26137,5/18/18,4/17/19,5/18/18
BARRY FOR CONGRESS CAMPAIGN COMMITTEE,{2018},"BELL, BARRY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00672030,H8SC04292,3/3/18,6/21/18,3/3/18
JEFF FANDL FOR CONGRESS,"{2018,2020}","FANDL, JEFF",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00676650,H8FL22087,4/18/18,4/15/19,4/18/18
CHRISTOPHER PADILLA FOR CONGRESS,"{2018,2020}","CORDOVA-PADILLA, CAROL MS.",H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,NY,C00654046,H2NY06165,8/28/17,3/13/19,8/28/17
SHIRLEY LOVE FOR CONGRESS,"{2018,2020}",DAVID G PERRY,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WV,C00670588,H8WV03121,2/20/18,2/19/19,2/20/18
HAJI FOR CONGRESS,"{2018,2020}","HAJI, ABDULKADIR",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00673889,H8OH03114,3/21/18,3/21/18,3/21/18
FRIENDS OF MARC KOLLER,"{2018,2020}","SMITH, DIANA",H,House,Q,P,Principal campaign committee,,,IDP,INDEPENDENCE PARTY,OR,C00655431,,9/14/17,9/14/17,9/14/17
SIMON ALVAREZ AS YOUR CONGRESSMAN,"{2018,2020}","ALVAREZ, SIMON MARK",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00656652,H8CA34340,10/1/17,10/1/17,10/1/17
DR. MARVIN DUNN FOR CONGRESS CAMPAIGN COMMITTEE,{2018},"FANJUL, JULIO MR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00659706,H8FL27151,11/3/17,12/22/17,11/3/17
GOP WINNING WOMEN,"{2018,2020}","LISKER, LISA",H,House,T,J,Joint fundraising committee,,,,,VA,C00673319,,3/14/18,2/10/19,3/14/18
HILDT4CONGRESS CAMPAIGN,"{2018,2020}",BRADLEY ALLEN,H,House,Q,P,Principal campaign committee,,,GRE,GREEN PARTY,TX,C00679761,H8TX23170,5/22/18,4/15/19,3/25/19
AMERICANS FOR JOHN MITCHEL,{2018},JOHN MITCHEL,H,House,T,P,Principal campaign committee,,,,,OH,C00677732,H0OH07070,5/1/18,8/3/18,5/1/18
BATTLEGROUND VICTORY FUND 2018,{2018},"ZAMORE, JUDITH",H,House,T,J,Joint fundraising committee,,,,,DC,C00688002,,9/24/18,12/12/18,9/24/18
FRIENDS OF ADEM,"{2018,2020}","ROGERS, TERRANCE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00656793,H8NY09158,10/2/17,4/16/19,10/2/17
GRIFFIN FOR CONGRESS,"{2018,2020}","GRIFFIN, STEVEN KNIGHT",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00672642,H8GA06401,3/8/18,4/11/19,3/8/18
COURAGE TO LEAD FUND,{2018},"KYRIACOPOULOS, JANICA",H,House,T,J,Joint fundraising committee,,,,,DC,C00675306,,4/3/18,10/11/18,4/3/18
COMMITTEE TO ELECT SCOTT MENOR,{2018},"MENOR, SCOTT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00657403,H8AZ09057,10/7/17,8/14/18,1/30/18
ED SHOEMAKER FOR CONGRESS,"{2018,2020}","CURTIS, LIZ",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00676189,H8FL15214,4/13/18,1/30/19,4/13/18
COMMITTEE TO ELECT JESSE SCHMIDT,"{2018,2020}","SCHMIDT, JESSE",H,House,Q,P,Principal campaign committee,,,NPA,NO PARTY AFFILIATION,LA,C00686261,H8LA02153,8/27/18,2/19/19,8/27/18
GALLEGO FOR TEXAS EXPLORATORY COMMITTEE,{2018},"ARRIOLA, SYLVIA",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00649244,H2TX23124,7/4/17,8/15/18,7/4/17
MARY PALLANT FOR CONGRESS,{2018},DAVID GOULD,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00668467,H6CA24246,2/1/18,7/24/18,2/1/18
SWALWELL-LEVIN VICTORY FUND,{2018},"FIELDING, AARON J",H,House,T,J,Joint fundraising committee,,,,,CA,C00682310,,7/6/18,10/25/18,9/21/18
THORNTON FOR CONGRESS,{2018},"WETLI, RICHARD",H,House,T,P,Principal campaign committee,,,OTH,OTHER,SC,C00634550,H8SC05166,3/7/17,10/24/17,3/7/17
SCOTT WALLACE FOR CONGRESS,"{2018,2020}","TAFT, TOM",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00667097,H8PA08174,1/24/18,4/15/19,7/13/18
KATHALEEN WALL FOR CONGRESS,{2018},"HESS, MARK MR.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00661165,H8TX02141,11/20/17,7/13/18,1/8/18
CHAD ENSTAD FOR CONGRESS,{2018},"JENSEN, DANIELLE LYNN",H,House,T,P,Principal campaign committee,,,IDP,INDEPENDENCE PARTY,MN,C00674630,H8MN07110,3/28/18,10/18/18,3/28/18
ELECT JULIET DITA GERMANOTTA,"{2018,2020}","BAUTER, ROBERT S. JR",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00660035,H8WI03111,11/7/17,11/7/17,11/7/17
TOM WELLS FOR CONGRESS,"{2018,2020}","HEWITT, JODY MS",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00647214,"H6FL01069,H8FL03020",6/7/17,4/20/19,4/20/19
LAURA WELLS FOR CONGRESS,"{2018,2020}","RICHARDSON, JUSTIN",H,House,T,P,Principal campaign committee,,,GRE,GREEN PARTY,CA,C00683144,H8CA13096,7/18/18,2/5/19,8/5/18
DARRELL HARTMAN FOR CONGRESS,"{2018,2020}","HARTMAN, DARRELL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00634428,H8OH13139,3/6/17,4/26/17,3/21/17
ROBERT STOVALL FOR CONGRESS,"{2018,2020}","CRATE, BRADLEY T",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MA,C00661835,H8TX21273,11/29/17,4/15/19,11/29/17
ANDIE SAIZAN FOR U.S. CONGRESS,"{2018,2020}","SAIZAN, SHAWN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00676569,H8LA06162,4/17/18,2/19/19,5/16/18
GUY FOR CONGRESS 2018,"{2018,2020}","BAUER, TIMOTHY RYAN MR.",H,House,Q,P,Principal campaign committee,,,GRE,GREEN PARTY,MD,C00684043,H8MD02159,7/31/18,7/31/18,7/31/18
STEVEN DAVID FOR CONGRESS,"{2018,2020}","NEWPORT, CHRISTOPHER A.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00648964,H8TX08080,7/1/17,4/14/19,7/1/17
CARYN FOR CONGRESS INC,"{2018,2020}","PRETZ, GEORGE",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00654830,H8KS02157,9/7/17,4/15/19,9/7/17
POPE FOR CONGRESS,{2018},"SIMPSON, FRANK",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00632505,H8SC05125,2/6/17,10/17/17,2/6/17
RODOLFO CORTES BARRAGAN COMMITTEE TO ELECT FOR CONGRESS,"{2018,2020}","CORTES BARRAGAN, RODOLFO",H,House,Q,P,Principal campaign committee,,,GRE,GREEN PARTY,CA,C00664185,H8CA40206,12/28/17,4/15/19,12/28/17
SHEEHAN FOR CONGRESS,{2018},"SIA, NICK",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00637223,H8PA07119,4/10/17,10/25/18,3/4/18
BRIGHT FOR CONGRESS,"{2018,2020}","PHILLIPS, ROBERT",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00673525,H8SC04342,3/15/18,4/1/19,3/15/18
CASEYWELCHFORCONGRESS,{2018},"WELCH, JUDY DIANE MRS.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00667287,H8AZ02193,1/26/18,11/5/18,4/8/18
GHLM JOINT FUNDRAISING COMMITTEE,{2018},"MAY, JENNIFER",H,House,T,J,Joint fundraising committee,,,,,DC,C00658575,,10/19/17,4/20/18,10/19/17
POLITICAL JAB - JOSHUA A. BUTLER,"{2018,2020}","BUTLER, JOSHUA",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00635045,H8TX07090,3/15/17,2/1/19,8/1/17
D.D. ADAMS FOR CONGRESS,"{2018,2020}","BIGELOW, CORETTA JEFFRIES",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00637785,H8NC05063,4/17/17,4/23/19,4/17/17
PETE FOR IOWA,"{2018,2020}","HARRIS, JESSE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IA,C00654855,H8IA03173,9/7/17,4/13/19,9/7/17
ANNIE CHAVEZ FOR CONGRESS,{2018},"CLELLAND, PHILIP",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NM,C00650838,H8NM01414,7/19/17,2/22/18,7/19/17
COMMITTEE TO ELECT JAMES SINGER,"{2018,2020}","SINGER, JAMES",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,UT,C00673749,H8UT03402,3/19/18,4/17/19,3/19/18
TRACY VAN HOUTEN FOR CONGRESS,{2018},"GOULD, DAVID L.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00633024,H8CA34282,2/13/17,10/19/17,3/20/17
VOTE HAAS,{2018},FRANENE LEMONDS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00651919,H8MO02224,7/31/17,9/16/18,9/26/17
FRIENDS OF MICHAEL GRIMM,"{2018,2020}","WATKINS, NANCY H.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00656751,H0NY13074,10/2/17,4/9/19,10/2/17
COMMITTEE TO ELECT KEVIN PROBASCO,"{2018,2020}","MUMFORD, DAN J",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,UT,C00674119,H8UT01141,3/23/18,3/23/18,3/23/18
GEORGE WEBER FOR CONGRESS COMMITTEE,{2018},"WEBER, GEORGE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00649145,H8IL14158,7/3/17,4/12/18,11/21/17
KUZMICH FOR CONGRESS,"{2018,2020}","MCDEARMONT, SCOTT RANDALL DR. MD",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,TX,C00691758,H0TX24142,11/16/18,4/6/19,12/3/18
BILL POLLARD CAMPAIGN,{2018},"GAME, EILEEN F. MS.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00650143,H8FL17020,7/12/17,10/25/18,10/20/17
BALDERSON FOR CONGRESS,"{2018,2020}","YUSKEWICH, J. MATTHEW MR.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00662650,H8OH12180,12/6/17,4/15/19,2/6/19
KNUPP FOR CONGRESS,"{2018,2020}","KNUPP, TAMARA FLO",H,House,Q,U,Unauthorized,,,GRE,GREEN PARTY,IA,C00647479,H8IA03140,6/12/17,2/19/19,4/3/18
FRIENDS OF RENEE HOAGENSON,"{2018,2020}","DARROUGH, THOMAS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MO,C00636621,H8MO04071,4/3/17,1/31/19,4/3/17
RICHARD KAHLE FOR CONGRESS,{2018},"KAHLE, RICHARD",H,House,T,P,Principal campaign committee,,,NNE,NONE,CA,C00671016,H8CA50171,2/22/18,6/21/18,2/22/18
ROGER DAY FOR CONGRESS,"{2018,2020}","DAY, DEBRA A. MRS.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00667048,H8IN04231,1/24/18,1/24/18,1/24/18
BAKER FOR CONGRESS 2018,"{2018,2020}","ANAST, SHEENA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00664003,H8AZ08166,12/24/17,12/24/17,12/24/17
TOM CRAMER FOR CONGRESS,"{2018,2020}","CRAMER, THOMAS ALLEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00639658,H8WA08122,5/8/17,1/31/19,5/8/17
MIKIE SHERRILL FOR CONGRESS,"{2018,2020}","MELE, STEVEN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00640003,H8NJ11142,5/11/17,4/15/19,4/1/19
MARC WHITMIRE 2018,"{2018,2020}","WHITMIRE, MARC",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,TN,C00657494,H8TN02184,10/9/17,10/15/18,3/21/18
YOUNG KIM FOR CONGRESS,"{2018,2020}","LAWLER, KELLY",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00665638,H8CA39240,1/11/18,4/15/19,9/25/18
ANDREW HARTFORD FOR AMERICA,"{2018,2020}","HARTFORD, ANDREW DOWNING",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,NJ,C00655951,H8NJ12090,9/19/17,4/1/18,4/1/18
LAQUAN AUSTION ELECTION COMMITTEE,"{2018,2020}","AUSTION, ALICIA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,VA,C00631911,,1/27/17,1/27/17,1/27/17
DANNY FOR CONGRESS,"{2018,2020}",DANIEL P LUTZ JR,H,House,Q,P,Principal campaign committee,,,,,WV,C00688515,H8WV02123,10/1/18,11/26/18,11/26/18
KEATLEY FOR CHANGE,"{2018,2020}","CARTER, KEISHA A MRS.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00630772,H8GA06211,1/10/17,4/15/19,4/16/18
TAKE BACK THE HOUSE COMMITTEE,{2018},"ZAMORE, JUDITH",H,House,T,J,Joint fundraising committee,,,,,DC,C00674606,,3/28/18,10/12/18,5/22/18
DEMOCRATIC VICTORY 2018,{2018},"ZAMORE, JUDITH",H,House,T,J,Joint fundraising committee,,,,,DC,C00684423,,8/6/18,8/13/18,8/6/18
CAMPAIGN COMMITTEE OF JOSEPH BRUMBLES,{2018},"BRUMBLES, JOSEPH",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WA,C00686170,H8WA10045,8/27/18,12/12/18,8/27/18
FINANCE COMMITTEE FOR THOMAS OH,"{2018,2020}","HAN, AHREUM",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,VA,C00669507,H8VA08159,2/9/18,1/31/19,8/8/18
FRIENDS OF TONY GUMINA,"{2018,2020}","GUMINA, TONY",H,House,Q,P,Principal campaign committee,,,NNE,NONE,NV,C00674283,H8NV03267,3/26/18,7/15/18,3/26/18
"PETER DE NEUFVILLE FOR CONGRESS, INC.","{2018,2020}","NEUER, PHILIP",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00675215,H8NJ11241,4/2/18,4/15/19,7/2/18
TEXANS FOR SUSAN NARVAIZ,"{2018,2020}","PAVLOVSKY, GAIL M",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00660761,H8TX21224,11/15/17,4/14/19,11/15/17
RICH PAUL FOR CONGRESS,"{2018,2020}","JOHNSON, MELANIE ELIZABETH",H,House,Q,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,NH,C00676783,H8NH01269,4/19/18,4/19/18,4/19/18
SAM ALLEN FOR CONGRESS,{2018},"SCHWARZ, JUDIE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00650465,H8FL11106,7/15/17,4/20/18,7/15/17
BRAYDEN FOR OUR FUTURE,"{2018,2020}","LO, ANDY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00658062,H8WA08213,10/15/17,4/9/19,10/15/17
STEVE YOUNG FOR CONGRESS,"{2018,2020}","YOUNG, STEPHEN ROBERT NEALE",H,House,Q,P,Principal campaign committee,,,GRE,GREEN PARTY,MI,C00653741,H8MI12112,8/23/17,1/31/18,8/23/17
VAN DREW FOR CONGRESS,"{2018,2020}","SCIARRA, BRENDAN",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00661868,H8NJ02166,11/30/17,4/15/19,8/22/18
DEWON HUGGINS FOR US CONGRESS SC-07,"{2018,2020}","HUGGINS, DEWON",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00692053,H0SC07011,11/25/18,12/7/18,12/7/18
KRESGE FOR CONGRESS,{2018},"KRESGE, BRIAN MR.",H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,ME,C00653337,H8ME02169,8/17/17,1/17/18,8/17/17
HEWITT FOR CONGRESS 2018,"{2018,2020}","OWENS, STACY",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00646810,H8NJ11159,6/1/17,2/10/19,5/20/18
DEREK A. SCHWARTZ FOR CONGRESS,{2018},"SCHWARTZ, DEREK A.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00669176,H8FL21063,2/7/18,5/18/18,2/7/18
ALLISON STEPHENS FOR CONGRESS,"{2018,2020}","MAKRIS, JASON C",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NV,C00669978,H8NV04117,2/14/18,2/19/19,2/14/18
MA HOUSE VICTORY FUND,"{2018,2020}","ZAMORE, JUDITH",H,House,Q,J,Joint fundraising committee,,,,,DC,C00685438,,8/15/18,4/8/19,8/15/18
KENTIEL D WHITE FOR CONGRESS,"{2018,2020}","WHITE, KENTIEL D MR",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00663492,H8MI13268,12/17/17,2/24/19,2/23/18
MCMAHAN FOR CONGRESS,{2018},"MCMAHAN, PAT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00648261,H8IL12111,6/20/17,2/19/18,6/20/17
