name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
AL WACHTEL FOR CONGRESS CAMPAIGN,"{1992,1994}",IVAN LIGHT,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00272443,H2CA28089,7/15/92,8/20/93,11/13/92
DR DAN ROCHE FOR CONGRESS,{1986},JAMES M BOOTHBY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00205062,H6MI04121,4/10/86,3/13/87,4/10/86
MCMAHAN FOR CONGRESS,{2018},"MCMAHAN, PAT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00648261,H8IL12111,6/20/17,2/19/18,6/20/17
WESTERN PENNSYLVANIA SOCIALIST WORKERS CAMPAIGN COMMITTEE (PCC KUNIANSKY),"{1992,1994}",MATILDE ZIMMERMANN,H,House,A,P,Principal campaign committee,,,,,PA,C00278010,H0PA14088,10/22/92,12/1/92,
BAIRD FOR CONGRESS,"{1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","GIPSON, CINDY",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00310904,H6WA03135,1/17/96,4/12/19,7/21/15
BAFALIS FOR CONGRESS,"{1976,1978,1980,1982}","EVERETT B. NOWLEN, TREASURER",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00038265,H6FL10011,2/25/76,4/22/82,1/31/79
RICH WRIGHT FOR US CONGRESS,{2018},"WRIGHT, RICHARD THOMAS",H,House,T,P,Principal campaign committee,,,DFL,DEMOCRATIC-FARM-LABOR,MN,C00652446,H8MN01303,8/4/17,10/12/18,12/28/17
BOB HUFF FOR CONGRESS,{2018},"HAMEL, DARLENE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00665802,H8CA39224,1/12/18,12/16/18,1/12/18
SHAWN O'HARA FOR CONGRESS,"{1992,1994}",ALAN WEBSTER,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,MS,C00260018,H2MS05040,2/5/92,2/4/94,2/5/92
FRIEDLANDER FOR CONGRESS,{1988},,H,House,T,P,Principal campaign committee,,,,,NJ,C00233635,H4NJ06034,10/19/88,12/23/88,
LARRY FORTENBERRY FOR CONGRESS,"{1994,1996}",LARRY FORTENBERRY,H,House,A,P,Principal campaign committee,,,,,AL,C00293357,H4AL06056,4/29/94,4/29/94,4/29/94
ENID '94,"{1992,1994,1996,1998,2000,2002}",ENID GREENE,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,UT,C00263632,H2UT02092,3/23/92,11/3/00,1/22/98
HINSON RE-ELECTION CAMPAIGN,"{1978,1980,1982}",JAMES B FURRH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MS,C00093302,H8MS04016,4/17/78,12/14/81,4/15/80
CITIZENS TO ELECT GEORGE C ROBY TO CONGRESS 1ST DISTRICT,"{2000,2002}",GEORGE C ROBY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00355073,H0IL01103,3/8/00,1/19/01,3/8/00
HARRY TAYLOR FOR CONGRESS,"{2008,2010,2012}","TAYLOR, HARRY A.",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00440610,H8NC09073,10/31/07,4/21/11,5/6/10
BITZ FOR CONGRESS,{2010},BRIAN A CASWELL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00469775,H0NY25060,11/4/09,8/12/10,11/30/09
SMOOT FOR CONGRESS,"{2010,2012}","ELLISON, ADRIENNE",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AL,C00461038,H0AL07102,4/21/09,11/30/12,10/18/10
RE-ELECT CLEMENT J. ZABLOCKI TO CONGRESS CLUB,"{1976,1978,1980,1982,1984,1986,1988,1990,1992}",EDWARD A DUDEK,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00047704,H6WI04022,5/29/76,8/23/91,6/24/82
FRIENDS OF JOHN WAGES,"{2008,2010}",GWEN WAGES,H,House,T,P,Principal campaign committee,,,GRE,GREEN PARTY,MS,C00448274,H8MS01137,3/31/08,4/28/09,3/31/08
NEERAJ NIGAM FOR CONGRESS,"{2006,2008,2010,2012,2014}",ALOK NIGAM,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,VA,C00429654,H6VA10191,10/16/06,2/13/13,10/16/06
BOBBY FREEMAN COMMITTEE,"{1988,1990,1992,1994,1996}",KIM A JOHNSON,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00221663,H8LA08028,1/22/88,5/15/96,6/9/88
PAUL E. VALLELY FOR CONGRESS COMMITTEE,"{1982,1984}",PAUL R HENEY,H,House,T,P,Principal campaign committee,,,,,CA,C00145003,H2CA07026,9/16/81,6/28/84,7/19/83
HOLLOWAY FOR CONGRESS,{1986},LINDA A FREYMAN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MD,C00199190,H6MD08242,11/14/85,12/24/86,11/14/85
CITIZENS FOR HUFF IN CONGRESS,{1994},PAUL SPEIDEL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00284380,H4IL08050,10/5/93,4/15/94,10/5/93
TOMMY KLEIN PRINCIPAL COMMITTEE,"{1978,1980}",THOMAS W KLEIN JR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00090845,H8KY03013,3/29/78,6/8/79,4/13/78
JETT FOR CONGRESS,"{2014,2016}",LESLIE SUSANNE LANDWERT,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00560672,H0OK05130,4/1/14,9/3/15,4/1/14
"CLAY PADGETT FOR CONGRESS, LLC",{2018},"ARENDS, PATRICK R.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OK,C00670703,H8OK02155,2/21/18,10/12/18,2/21/18
ED MARTIN FOR CONGRESS,"{2010,2012}",RANDALL J MCARTHUR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MO,C00464669,H0MO03112,7/29/09,10/24/12,7/29/09
COMMITTEE TO DRAFT RUSS WILLIAMS TO CONGRESS: FRIENDS OF RUSS WILLIAMS,{1994},THOMAS H KING,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00295378,H4NY21046,6/17/94,1/30/95,6/17/94
HAWKS FOR U.S. HOUSE,"{2016,2018}","KNECHT, DEBORAH",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SD,C00582692,H6SD01091,8/4/15,2/24/17,8/4/15
VINCE SAWYER FOR CONGRESS,{2012},JANICE KAY SAWYER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00503722,H2CA41124,10/10/11,11/6/12,10/10/11
MASON FOR CONGRESS 1978,"{1978,1980}",JAMES MICHAEL MASON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00090621,H6IN07097,4/17/78,1/31/80,4/29/78
GIAIMO FOR CONGRESS COMMITTEE,"{1976,1978,1980}","JOSEPH J. CRISCO JR., TREASURER",H,House,T,P,Principal campaign committee,,,,,CT,C00013599,H6CT03020,5/11/76,4/23/81,7/6/79
COMMITTEE TO ELECT F JOSEPH WHELAN MD TO CONGRESS,"{1998,2000}",FRANCIS JOSEPH WHELAN,H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,WV,C00337709,H8WV03030,6/11/98,11/19/99,6/11/98
CASON GAITHER FOR CONGRESS,{2012},JOHN KIRBY HEARN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,SC,C00518084,H2SC03115,4/5/12,8/30/12,4/5/12
COMMITTEE TO ELECT CAROL VOISIN TO CONGRESS,"{2006,2008,2010}",DONNA THOMAS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OR,C00420190,H6OR02157,2/21/06,4/21/09,2/21/06
GAULRAPP 4 CONGRESS,"{2010,2012}",RICHARD LAMM,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00472316,H0IL16168,12/17/09,7/16/12,6/17/11
CULBERSON FOR CONGRESS,"{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","NAEDLER, JENNIFER IMLE MRS.",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00343236,H0TX07055,2/19/99,4/12/19,4/4/19
MULLIN FOR CONGRESS,"{2012,2014,2016,2018,2020}","RALLS, STEVE",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00498345,H2OK02083,7/5/11,4/15/19,8/28/17
JEAN HAY FOR CONGRESS,"{1994,1996,1998}",BRUCE R LITTLEFIELD,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ME,C00285502,H4ME02044,11/16/93,1/8/99,11/16/93
VANZANT FOR CONGRESS,{1980},THOMAS B HIXSON,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00128603,H0OH06098,5/19/80,5/20/81,5/19/80
GOTTLIEB FOR CONGRESS,{2012},JACK ROSENBLUM,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00519330,H2NY06132,4/18/12,11/2/12,10/9/12
HILER/HAWKS JOINT COMMITTEE,{1990},ROBERT J HILER JR,H,House,T,J,Joint fundraising committee,,,,,IN,C00247759,"H0IN03024,H0IN04121",8/8/90,12/17/90,8/8/90
DAN WILLIAMS FOR CONGRESS,"{1996,1998,2000,2002}",PAMELA J BEAUMONT,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,ID,C00303123,H6ID01094,5/19/95,7/26/02,10/16/00
COMMITTEE TO ELECT RYAN SANDERS,"{2010,2012}",BARBARA ANN PAULIN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00467852,H0PA19137,9/29/09,2/15/11,9/29/09
KAREN RAMSBURG FOR CONGRESS,"{2012,2014,2016}",DAVID MOLLICA,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,PA,C00514455,H2PA09084,3/5/12,12/16/15,3/5/12
PEOPLE FOR MIKE LONERGAN,"{1984,1986}",DAVID S NELSON,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WA,C00185736,H4WA06018,6/4/84,4/21/87,6/4/84
HAROLD JOHNSON FOR CONGRESS,"{2010,2012,2014}","MCMICHAEL, COLLIN MR.",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00472001,H0NC08197,12/11/09,3/25/13,4/13/11
PAGE FOR CONGRESS,{2010},"COPPERTHITE, GREGORY W",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00467035,H0TX18201,9/18/09,8/9/10,4/4/10
WINNEY FOR CONGRESS COMMITTEE,{2006},LOUISE WINNEY,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WY,C00425710,H6WY00118,6/20/06,10/31/06,6/20/06
DOROTHY BRADLEY FOR CONGRESS,"{1978,1980}",RICHARD ROEDER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MT,C00079764,H8MT01026,8/22/77,7/2/79,9/11/78
EILBERG FOR CONGRESS COMMITTEE,"{1976,1978,1980}","ROBERT J. WILKIN, JR.",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00010108,H6PA04029,7/9/76,4/6/79,7/30/76
CARVEL ST JOHN FOR CONGRESS,{2008},ISHAH WRIGHT,H,House,A,P,Principal campaign committee,,,JCN,,VA,C00457796,H0VA08099,12/12/08,12/12/08,12/12/08
KAY SLAUGHTER FOR CONGRESS,"{1992,1994}",L. GENE HARDING,H,House,T,P,Principal campaign committee,,,,,VA,C00253476,H2VA07055,8/12/91,2/18/94,8/12/91
PETE TABB FOR CONGRESS,"{2004,2006}",GERALD FLORENCE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00400754,H2KY02075,5/10/04,1/10/06,5/10/04
THE MARTY MEEHAN FOR CONGRESS COMMITTEE,"{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","ANASTOPOULOS, MARY",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00270041,H2MA05054,6/10/92,4/30/17,3/22/09
CHRISTENSEN4CONGRESS.COM,"{2000,2002}",BRENT CHRISTENSEN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00342642,H0IL06037,2/2/99,9/14/01,10/14/00
JOHN WOOD FOR CONGRESS,"{2014,2016}",JACOB M ZUNIGA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00564088,H4CA43084,5/21/14,11/2/15,5/21/14
ROSEMARY KASZANS FOR CONGRESS CAMPAIGN,"{1996,1998}",KAREN JAROCKI,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00318220,H6GA01067,5/13/96,9/4/98,6/17/96
PHIL PAVLOV FOR CONGRESS,"{2016,2018,2020}","JOHNSON, DEBORAH ANNE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00574616,H6MI10193,3/24/15,1/30/19,5/11/15
HEDDEN-NICELY FOR IDAHO,"{2006,2008}",ANDY HEDDEN-NICELY,H,House,T,P,Principal campaign committee,,,,,ID,C00423475,H6ID01235,4/25/06,3/6/07,4/25/06
FRIENDS OF FRED KESSLER,"{1988,1990}",TIMOTHY A BASCOM,H,House,T,P,Principal campaign committee,,,,,WI,C00223693,H2WI05028,2/25/88,10/27/89,5/16/88
MAYORAS FOR CONGRESS,{2016},"MALIZIOLA, LINDA LOUISE",H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,IN,C00617076,H6IN04169,5/12/16,12/22/16,5/12/16
HARRIS FOR CONGRESS,"{1992,1994,1996}",CHARLES EDWIN MUNROE,H,House,A,P,Principal campaign committee,,,,,FL,C00267815,H2FL01068,5/14/92,5/14/92,5/14/92
JAMES E. ATTIA (COMMITTEE),"{1978,1980}",JAMES E. ATTIA,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00097055,H8MI13037,5/19/78,8/8/79,7/7/78
CITIZENS FOR (HOMER) PAGE,"{1998,2000,2002}",VIVIAN J KENNEDY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00329458,H8CO02053,8/18/97,4/30/01,4/30/01
LIBERTARIAN D.C.,"{2018,2020}","MAJORS, BRUCE POWELL MR.",H,House,Q,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,DC,C00686089,H2DC00096,8/24/18,11/1/18,8/24/18
HARDESTY-INDEPENDENT FOR CONGRESS,"{2010,2012}",JAMES HARDESTY,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,NC,C00478891,H0NC13056,3/22/10,4/12/11,4/21/10
BADNARIK FOR CONGRESS,"{2006,2008}",ALLEN HACKER,H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,TX,C00414615,H6TX10098,9/3/05,2/5/08,9/3/05
LUKE SOMMER FOR CONGRESS COMMITTEE,"{1988,1990,1992,1994,1996}",LUKE SOMMER,H,House,A,P,Principal campaign committee,,,,,CA,C00228080,H8CA13047,5/17/88,5/15/96,10/17/88
HART FOR CONGRESS,"{1988,1990,1992,1994,1996}",JOHN R CALVERT,H,House,A,P,Principal campaign committee,,,,,WV,C00231886,H8WV03022,9/7/88,5/15/96,9/7/88
ARMANDO MONTANO FOR CONGRESS,"{1978,1980,1982}",THEODORE R. BRITTON JR.,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,NY,C00085993,H8NY21021,1/30/78,8/15/80,3/21/78
JAMES G BLAINE FOR CONGRESS COMMITTEE,"{1996,1998}",RICHARD E ERNST,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00312959,H6PA16221,2/14/96,5/27/97,2/14/96
KELLER FOR CONGRESS,"{2000,2002,2004,2006,2008,2010}","MILLS, CHERYL",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00345090,H0FL08042,5/5/99,2/26/09,4/21/08
FREESTONE FOR CONGRESS,"{1992,1994,1996,1998}",MAURICE JONES,H,House,A,P,Principal campaign committee,,,,,AZ,C00260158,H2AZ06015,2/11/92,7/15/97,6/19/92
BUCKEL FOR CONGRESS,"{1984,1986}",PETER L HUBBARD,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NY,C00178368,H4NY27019,3/2/84,11/29/85,3/2/84
KAREN CARTER FOR CONGRESS,"{2006,2008,2010}","CARTER, KEN  ",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,LA,C00427807,H6LA02132,8/24/06,4/20/10,12/11/07
KOCZAK FOR CONGRESS COMMITTEE,"{1986,1988,1990,1992,1994,1996}",GABRIELA A KOCZAK,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,DC,C00207845,H6NJ04083,6/13/86,1/3/95,6/13/86
JACK GEBBIA FOR CONGRESS,"{2018,2020}","GEBBIA, JACK",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00637025,H8NJ11134,4/6/17,4/6/17,4/6/17
SUGGS FOR CONGRESS,"{1998,2000}",KIMBERLY A GRAHAM,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CT,C00331751,H8CT01087,12/10/97,2/18/00,12/10/97
CASAS FOR CONGRESS COMMITTEE,"{1994,1996,1998}",STEPHEN A SCHMITT,H,House,A,P,Principal campaign committee,,,,,TX,C00283754,H4TX07024,9/8/93,5/26/98,9/8/93
BOB PALMER FOR CONGRESS,{1994},KAYLA SMITH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CO,C00286906,H4CO02052,12/30/93,9/30/94,12/30/93
KEVIN MURPHY FOR CONGRESS,"{2004,2006,2008}",RICHARD L ROBINSON,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00384495,H4KY04051,1/23/03,12/13/07,11/28/07
COULSON FOR CONGRESS,"{2010,2012}",KAREN JACOBSEN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00465799,H0IL10294,8/22/09,2/8/11,8/22/09
HARTSTONE FOR CONGRESS,"{2002,2004}",FLORENTINO J GONZALES,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AZ,C00367813,H0AZ03222,7/23/01,1/31/03,12/11/01
COMMITTEE TO ELECT HOOVER GEE TO CONGRESS,"{1982,1984}",RANDY K VANDERKAR,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CA,C00148676,H2CA06010,1/12/82,4/5/82,2/26/82
PHELPS FOR CONGRESS,"{1998,2000,2002}",SCOTT HERRICK,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WI,C00327932,H8WI02048,6/4/97,2/15/02,3/23/98
BEREUTER FOR CONGRESS,"{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006}",James W. Hewitt,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NE,C00081885,H8NE01016,10/19/77,5/30/05,2/20/03
WORTMAN FOR CONGRESS,"{2006,2008}",HEDIN E DAUBERSPECK,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,OK,C00430231,H4OK00018,11/5/06,2/6/07,11/5/06
CARRIN PATMAN FOR CONGRESS,"{1994,1996,1998}",ALFREDO PEREZ,H,House,A,P,Principal campaign committee,,,,,TX,C00285064,H4TX25059,11/2/93,4/1/97,8/30/96
CITIZENS FOR RAY LODATO,"{2012,2014,2016}",RICHARD M WHITEHEAD,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00503672,H2IL01158,10/5/11,11/12/15,10/5/11
BILL MCCLURE FOR CONGRESS,"{2016,2018}","SILVA, SHAWN",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00614743,H6FL04097,4/13/16,4/3/18,6/6/16
KIM WEAVER FOR CONGRESS,"{2016,2018,2020}","MOSER, PENNY",H,House,Q,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,IA,C00584284,H6IA04134,8/21/15,4/15/19,6/2/16
FRIENDS OF CARL BERRY FOR CONGRESS,"{2000,2002}",RUSSELL B FRAZEN,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00358739,H0MI13331,6/9/00,6/18/02,6/9/00
FRIENDS OF SENATOR DICK MONTEITH,{2002},BETTY PRESLEY,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,CA,C00378190,H8CA16024,6/3/02,7/5/02,6/3/02
CONGRESSMANBYRNE,"{2018,2020}","BYRNE, THERESE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OR,C00653832,,8/24/17,4/10/18,8/24/17
CATHERINE CRABILL FOR CONGRESS,{2010},GAREY L CONRAD,H,House,T,P,Principal campaign committee,,,,,VA,C00485771,H0VA01177,6/30/10,7/22/10,
LOIS MURPHY FOR CONGRESS,"{2004,2006,2008}",Katherine A. Rowe,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00395095,H4PA06045,1/23/04,7/23/08,4/27/04
JOHN HOUSE FOR CONGRESS,"{2012,2014}",ALTON R DUNCAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,GA,C00509950,H2GA02114,1/12/12,9/9/13,1/12/12
AEIRAMIQUE FOR CONGRESS,{2020},"GLASS, AEIRAMIQUE",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00694125,,1/17/19,1/17/19,1/17/19
TOM KOPEL '96,"{1996,1998}",PAMELA E KOPEL,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00305441,H6PA06065,8/23/95,9/11/97,8/23/95
MCNALLY FOR CONGRESS,"{2004,2006,2008}",JOHN F WOLTER,H,House,A,P,Principal campaign committee,,,,,CT,C00388520,H2CT02104,7/16/03,10/15/08,1/22/07
DR DAVID R DAVIS FOR CONGRESS,"{1992,1994}","TOM B. HARRIS, JR.",H,House,T,P,Principal campaign committee,,,,,TN,C00264747,H2TN07053,4/6/92,2/18/94,4/6/92
BILL BUNCH FOR CONGRESS,"{2016,2018}",MELETHA ROBIN MCCANN,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00603480,H6VA09078,1/11/16,4/26/18,1/11/16
GENE SCHARER FOR CONGRESS,"{2002,2004}",GENE PAUL SCHARER,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,AZ,C00376632,H0AZ03248,4/22/02,7/31/03,4/22/02
LONGARINI FOR CONGRESS,{2000},BURTON LIPPMAN,H,House,T,P,Principal campaign committee,,,,,CA,C00350157,H0CA24074,10/29/99,12/1/99,12/1/99
COMMITTEE TO ELECT JOHN OVERMAN TO US CONGRESS,"{1998,2000}",KRISTEN SCHEU OVERMAN,H,House,A,P,Principal campaign committee,,,,,CA,C00334847,H8CA44067,3/17/98,6/29/00,3/17/98
CORODEMUS FOR CONGRESS,"{1996,1998,2000,2002}",JERYL KORTLANDER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00314922,H6NJ06120,3/8/96,9/21/01,12/21/99
HARRIS FOR CONGRESS COMMITTEE,"{1978,1980}",OSCAR L. FAIRCLOTH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MD,C00099853,H8MD05038,7/13/78,2/1/79,2/1/79
LARRY GAUDET FOR CONGRESS CAMPAIGN COMMITTEE,{1994},MARY ANNA GAUDET,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00293787,H4TN01037,5/10/94,2/3/95,5/10/94
BEAUMONT FOR CONGRESS COMMITTEE,{2020},"BEAUMONT, PAUL",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00698985,,3/12/19,4/18/19,3/12/19
PEOPLE FOR PARKER FOR CONGRESS COMMITTEE,"{1994,1996,1998,2000}",TIMOTHY R PIECH,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00290262,H4IL05122,2/28/94,1/21/00,3/1/94
ASHFORD FOR CONGRESS,"{1994,1996}",D C BRADFORD,H,House,T,P,Principal campaign committee,,,,,NE,C00284778,H4NE02054,10/21/93,10/20/95,10/21/93
MEERS FOR CONGRESS,"{2010,2012}",MICHAEL E CARROLL,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00460535,H0IL11060,4/7/09,5/20/11,4/7/09
FRIENDS OF DR MIKE ROBERTS,{1992},MARK D TALLEY,H,House,T,P,Principal campaign committee,,,,,TN,C00263509,H2TN09059,3/26/92,9/7/92,9/7/92
JOE KENNEDY FOR CONGRESS,"{2012,2014,2016,2018,2020}","MARTIN, GEMMA W.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00512970,H2MA04073,2/15/12,4/15/19,4/17/18
SHIREEN GHORBANI FOR CONGRESS,"{2018,2020}",ROCHELLE RANDAZZO,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,UT,C00656280,H8UT02255,9/25/17,4/28/19,9/25/17
DANNER FOR CONGRESS,"{1992,1994,1996,1998,2000,2002,2004}",EARL SOETAERT,H,House,T,P,Principal campaign committee,,,,,MO,C00264127,H6MO06039,4/3/92,6/20/03,3/25/02
WAYNE R YOUNG 14TH DISTRICT CONGRESSMAN,"{1990,1992,1994,1996}",KENNETH L SHRANKO,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,OH,C00236745,H8OH14046,6/1/89,5/15/96,6/1/89
COMMITTEE OF FRIENDS TO ELECT DR. STEVEN STEVE MAYNARD TO US CONGRESS,"{2004,2006}",DR STEVEN STEVE MAYNARD DD,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00392522,H4KY04077,10/30/03,5/19/06,10/30/03
DAN WOOD FOR CONGRESS,"{2018,2020}","WOOD, DANNY JR.",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,TX,C00636860,H8TX05086,4/5/17,4/15/19,6/20/18
MONTANANS FOR MARLENEE-82,{1980},,H,House,A,P,Principal campaign committee,,,,,MT,C00141424,,,,
WOLPE FOR CONGRESS,"{1978,1980,1982,1984,1986,1988,1990,1992,1994}",JOHN R WYMA,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00091462,H6MI03073,3/27/78,6/17/94,5/29/92
PETER WHITE INDEPENDENT FOR CONGRESS,"{2010,2012,2014,2016,2018}",KATHERINE W BROWN,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,MA,C00478701,H6MA10147,3/17/10,4/26/18,1/26/12
MAXFIELD FOR CONGRESS,{1994},SCOTT A LARRICK,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MI,C00283366,H4MI03078,8/25/93,10/14/94,8/25/93
HIBBITTS FOR THE HOUSE,{2020},"HIBBITTS, WILLIAM ROBERT",H,House,Q,P,Principal campaign committee,,,IND,INDEPENDENT,KY,C00700682,,3/31/19,3/31/19,3/31/19
