"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website"
"192","ROB WOODALL FOR CONGRESS","C00482307","WOODALL, ROB REP.","H0GA07133","REP","GA",7,"south","I","GOP Hold",50.1,49.9,"0.2",1628008.99,203957,NA,NA,46860.59,413407.76,269037.26,NA,2421.27,1950,206222.06,NA,NA,NA,17760.42,NA
"193","AUSTIN SCOTT FOR CONGRESS INC","C00482737","SCOTT, JAMES AUSTIN","H0GA08099","REP","GA",8,"south","I","GOP Hold",99.7,0,"99.7",666734.01,NA,NA,NA,208273.24,170376.35,NA,NA,1043.09,77085.42,5071.68,NA,NA,NA,NA,NA
"194","TED YOHO FOR CONGRESS","C00494583","YOHO, THEODORE SCOTT","H2FL06109","REP","FL",3,"south","I","GOP Hold",57.6,42.4,"15.2",1134420.25,98001.69,NA,NA,183592.53,118096.99,35500.43,NA,4464.17,70658.47,24991.4,NA,NA,NA,NA,NA
"195","LOIS FRANKEL FOR CONGRESS","C00494856","FRANKEL, LOIS J.","H2FL14053","DEM","FL",21,"south","I","Dem Hold",100,0,"100",829482.24,NA,NA,NA,153923,191784.4,93798.4,NA,21491.87,10119.52,468.95,NA,NA,NA,NA,5228
"196","ANN WAGNER FOR CONGRESS","C00495846","WAGNER, ANN L.","H2MO02102","REP","MO",2,"midwest","I","GOP Hold",51.2,47.2,"4",4512961.56,189700,NA,265000,118623,439654.74,479479.77,NA,31219.36,9453.12,36212.89,NA,NA,NA,NA,NA
"197","SCHNEIDER FOR CONGRESS","C00495952","SCHNEIDER, BRADLEY SCOTT","H2IL10068","DEM","IL",10,"midwest","I","Dem Hold",65.6,34.4,"31.2",3935187,11652.18,NA,59852.5,414976.99,232958.28,773179.24,NA,6615.3,104936.19,19859.24,NA,NA,NA,NA,1803.21
"198","AMODEI FOR NEVADA","C00496760","AMODEI, MARK EUGENE EUGENE","H2NV02395","REP","NV",2,"west","I","GOP Hold",58.2,41.8,"16.4",1078162.43,529287.37,NA,NA,269963.17,170048.43,NA,6814.89,10427.51,53050.18,281.59,242446.5,NA,2556,NA,300
"199","VARGAS FOR CONGRESS","C00497321","VARGAS, JUAN CARLOS","H2CA50026","DEM","CA",51,"west","I","Dem Hold",71.2,28.8,"42.4",939929.87,8155.4,NA,NA,210732.6,153238.14,NA,NA,952.2,73403.09,35533.93,NA,NA,6155.4,NA,7049.85
"200","TULSI FOR HAWAI'I","C00497396","GABBARD, TULSI","H2HI02508","DEM","HI",2,"west","I","Dem Hold",77.4,22.6,"54.8",1600813.33,362329.82,NA,NA,183357.83,42103.51,6000,NA,109284.58,6226.7,12829.85,NA,21281.14,NA,26329.58,57308.37
"201","WENSTRUP FOR CONGRESS","C00497818","WENSTRUP, BRAD DR.","H2OH02085","REP","OH",2,"midwest","I","GOP Hold",57.6,41.2,"16.4",1995659.9,728115.07,47500,NA,272500.58,134500,79997.84,NA,NA,1076.41,99111.71,NA,NA,NA,NA,NA
"202","CASTRO FOR CONGRESS","C00497933","CASTRO, JOAQUIN","H2TX35011","DEM","TX",20,"south","I","Dem Hold",80.9,19.1,"61.8",1075043.82,1301.28,75500,NA,304575.51,296665,3528.73,NA,64744.03,51366.08,9815.25,NA,NA,NA,2665,NA
"203","ROGER WILLIAMS FOR U S CONGRESS COMMITTEE","C00498121","WILLIAMS, ROGER","H2TX33040","REP","TX",25,"south","I","GOP Hold",53.5,44.8,"8.7",1868421.94,120279.62,NA,NA,462543.9,376921.4,176305.66,NA,45280.66,99424.15,185969.1,64547,40692,NA,15040.62,15000
"204","ALAN LOWENTHAL FOR CONGRESS","C00498212","LOWENTHAL, ALAN","H2CA00104","DEM","CA",47,"west","I","Dem Hold",64.9,35.1,"29.8",672763.29,32000,NA,NA,NA,114233,NA,NA,NA,5057.56,27208.68,20164,11836,NA,NA,127.98
"205","MULLIN FOR CONGRESS","C00498345","MULLIN, MARKWAYNE MR.","H2OK02083","REP","OK",2,"south","I","GOP Hold",65,30.1,"34.9",2152382.93,3918.89,61985.65,5137.69,134345.61,143976.17,129802.85,NA,736.24,13984.55,210835.01,NA,185,913.46,NA,3850
"206","FRIENDS OF CHERI BUSTOS","C00498568","BUSTOS, CHERI","H2IL17071","DEM","IL",17,"midwest","I","Dem Hold",62.1,37.9,"24.2",3150766.29,NA,55100,NA,227930.17,364902.8,413542.42,NA,54314.15,179487.1,11956.11,NA,NA,NA,NA,1656
"207","MARK TAKANO FOR CONGRESS","C00498667","TAKANO, MARK","H2CA43245","DEM","CA",41,"west","I","Dem Hold",65.1,34.9,"30.2",1280663.7,300,NA,21500,309653.75,84641,272606.64,17079.78,28305.72,56635.33,452.44,NA,NA,NA,NA,750
"208","TONY CARDENAS FOR CONGRESS","C00498873","CARDENAS, TONY","H2CA28113","DEM","CA",29,"west","I","Dem Hold",80.6,19.4,"61.2",1749976.47,720,NA,NA,658050.94,176329.6,127704.7,4808.2,59262.75,149707.12,510.96,NA,NA,NA,NA,NA
"209","GEORGE HOLDING FOR CONGRESS INC.","C00499236","HOLDING, GEORGE E MR.","H2NC13110","REP","NC",2,"south","I","GOP Hold",51.4,45.7,"5.7",3022972.3,1367320.15,44500,29000,778464.84,652309.56,41200.38,NA,2530.98,59875.29,152152.89,NA,NA,NA,8176.12,NA
"210","TITUS FOR CONGRESS","C00499467","TITUS, DINA","H8NV03036","DEM","NV",1,"west","I","Dem Hold",66.2,30.9,"35.3",832848.23,6015.25,NA,36750,329702.23,159717.23,99723.56,1605.76,4356.22,28417.73,40446.29,NA,NA,NA,NA,2655.69
"211","FRIENDS OF DAN KILDEE","C00499947","KILDEE, DANIEL T.","H2MI05119","DEM","MI",5,"midwest","I","Dem Hold",59.5,35.9,"23.6",1172862.05,173047.14,2500,NA,118691.4,136105.77,71035.44,NA,NA,4436.7,1313.46,NA,NA,NA,NA,1050
"212","FRIENDS OF SUSAN BROOKS","C00500207","BROOKS, SUSAN MRS.","H2IN05082","REP","IN",5,"midwest","I","GOP Hold",56.8,43.2,"13.6",1995850.63,NA,112946,13081.35,354035.29,251922.69,86551.28,NA,12293.75,38871.18,1334.87,NA,NA,NA,NA,15061
"213","BONAMICI FOR CONGRESS","C00500421","BONAMICI, SUZANNE MS.","H2OR01133","DEM","OR",1,"west","I","Dem Hold",63.7,32.1,"31.6",970262.88,NA,NA,23500,181681.11,112666.11,187239.04,NA,NA,25310.34,14246.12,NA,NA,NA,NA,NA
"214","DAVID ROUZER FOR CONGRESS","C00501643","ROUZER, DAVID CHESTON","H2NC07096","REP","NC",7,"south","I","GOP Hold",55.6,42.7,"12.9",1393023.81,619879.98,NA,17500,459458.83,174246.15,79168.89,NA,3950.72,2979.63,3171.51,4590,304724.59,NA,NA,1424.32
"215","COLLINS FOR CONGRESS","C00502039","COLLINS, DOUGLAS ALLEN","H2GA09150","REP","GA",9,"south","I","GOP Hold",79.5,20.5,"59",921740.44,16846.67,7500,NA,262830.87,159833.82,36487.78,NA,3590.23,183991.34,54553.6,NA,NA,NA,NA,NA
"216","MARK POCAN FOR CONGRESS","C00502179","POCAN, MARK","H2WI02124","DEM","WI",2,"midwest","I","Dem Hold",100,0,"100",923951.16,NA,NA,NA,307583.24,258918.24,59609.14,NA,15924.2,2861.47,5106.49,NA,NA,NA,NA,1665
"217","WEBER FOR CONGRESS","C00502229","WEBER, RANDY","H2TX14149","REP","TX",14,"south","I","GOP Hold",59.2,39.3,"19.9",693176.99,7405.69,74544.47,NA,60282.11,143909.8,400,NA,736.84,4189.74,42078.17,NA,NA,5515.69,2450,2904
"218","SWALWELL FOR CONGRESS","C00502294","SWALWELL, ERIC MICHAEL","H2CA15094","DEM","CA",15,"west","I","Dem Hold",73,27,"46",2548505.74,105840.89,NA,3604.76,540492.18,265390.08,325680.94,NA,189335.6,112196.38,9975.7,NA,NA,NA,5000,11660
"219","DR. RAUL RUIZ FOR CONGRESS","C00502575","RUIZ, RAUL DR","H2CA36439","DEM","CA",36,"west","I","Dem Hold",59,41,"18",2895822.96,NA,NA,133220.28,1303803.85,318904.92,746408.08,17159.21,56109.18,116603.36,79243.24,NA,NA,NA,NA,8596.73
"220","JEFFRIES FOR CONGRESS","C00503052","JEFFRIES, HAKEEM","H2NY10092","DEM","NY",8,"northeast","I","Dem Hold",94.2,0,"94.2",1467854.12,10700,15750,42498.87,308861.45,358558.95,NA,NA,38127.96,134412.71,166,NA,NA,NA,NA,1254.37
"221","MEADOWS FOR CONGRESS","C00503094","MEADOWS, MARK R","H2NC11080","REP","NC",11,"south","I","GOP Hold",59.2,38.7,"20.5",1422977.32,122605.62,14022.42,NA,132718.53,123092.02,NA,NA,563.6,5609.75,219582.07,NA,NA,NA,NA,NA
"222","SCOTT PETERS FOR CONGRESS","C00503110","PETERS, SCOTT","H2CA52089","DEM","CA",52,"west","I","Dem Hold",63.8,36.2,"27.6",2123577.95,34698.84,NA,73213.7,135285.71,161550.47,335931.75,NA,12387.01,5397.34,17775.55,NA,NA,NA,NA,6931
"223","RO FOR CONGRESS INC","C00503185","KHANNA, ROHIT","H4CA12055","DEM","CA",17,"west","I","Dem Hold",75.3,24.7,"50.6",1907807.98,204992.17,NA,35000,41250,41620.19,153916.2,NA,95589.95,2230,151204.83,NA,NA,NA,NA,NA
"224","RICK W. ALLEN FOR CONGRESS","C00504019","ALLEN, RICHARD W","H2GA12121","REP","GA",12,"south","I","GOP Hold",59.5,40.5,"19",1252499.74,17625.63,NA,8924.95,209646.2,129485.2,66955.05,983.88,4216.16,39050.77,177487.37,NA,NA,NA,NA,NA
"225","HUDSON FOR CONGRESS","C00504522","HUDSON, RICHARD L. JR.","H2NC08185","REP","NC",8,"south","I","GOP Hold",55.4,44.6,"10.8",2249136,8830.22,NA,NA,949194.26,454716.98,39405.48,NA,5703.04,97890.44,25026.07,NA,NA,NA,NA,1849.65
"226","TOM RICE FOR CONGRESS","C00506048","RICE, TOM","H2SC07066","REP","SC",7,"south","I","GOP Hold",59.6,40.4,"19.2",1433170.8,29176.24,NA,NA,188115.65,133943.03,48052.38,NA,68933.98,210099.75,19490.49,NA,NA,NA,NA,NA
"227","MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE","C00506832","VEASEY, MARC ALLISON MR.","H2TX33073","DEM","TX",33,"south","I","Dem Hold",76.2,21.9,"54.3",1405946.57,28847.53,NA,NA,411238.52,251866.4,25348.23,2747,3524.89,87951.5,37877.47,25000,NA,3000,NA,7666.92
"228","FRIENDS FOR CHRIS STEWART, INC.","C00506931","STEWART, CHRIS","H2UT02324","REP","UT",2,"west","I","GOP Hold",56.1,38.9,"17.2",1014610.62,51396.74,NA,NA,304368.5,257613.89,22903.13,5248.95,38975.33,44395.89,814.52,NA,NA,NA,NA,NA
"229","BEATTY FOR CONGRESS","C00507368","BEATTY, JOYCE","H2OH03125","DEM","OH",3,"midwest","I","Dem Hold",73.6,26.4,"47.2",796468.34,3255,NA,NA,128911.05,218091.82,NA,985.78,2593.41,119315.19,NA,2000,NA,1255,NA,1394.55
"230","DOUG LAMALFA COMMITTEE","C00509422","LAMALFA, DOUG","H2CA02142","REP","CA",1,"west","I","GOP Hold",54.9,45.1,"9.8",1142736.99,370227.48,15000,NA,174596.49,258756.96,NA,NA,NA,76607.89,16125.52,NA,4317,NA,NA,NA
"231","THOMAS MASSIE FOR CONGRESS","C00509729","MASSIE, THOMAS H.","H2KY04121","REP","KY",4,"south","I","GOP Hold",62.2,34.6,"27.6",381638.11,2046.69,NA,8286.96,129157.01,NA,NA,NA,23815.55,22782.05,6.36,NA,NA,NA,NA,3871.7
"232","CARTWRIGHT FOR CONGRESS","C00509968","CARTWRIGHT, MATT","H2PA17079","DEM","PA",8,"northeast","I","Dem Hold",54.6,45.4,"9.2",2732399.57,37435.89,104500,31950,215611.46,89317.13,304590.26,10174.81,4292.53,60713.92,10266.96,NA,NA,NA,NA,5747.64
"233","PATRIOTS FOR PERRY","C00510164","PERRY, SCOTT","H2PA04135","REP","PA",10,"northeast","I","GOP Hold",51.3,48.7,"2.6",1810822.99,10392.64,31581,36702.16,201740.94,250470.54,NA,NA,58494.35,5339.81,92743.81,2000,NA,NA,6400,2668.6
"234","PETE AGUILAR FOR CONGRESS","C00510461","AGUILAR, PETE","H2CA31125","DEM","CA",31,"west","I","Dem Hold",58.7,41.3,"17.4",2688729.66,NA,NA,158205.9,937766.4,370394.49,519319.21,212425.83,26047.44,105345.99,1338.28,NA,NA,NA,NA,10250
"235","PAUL COOK FOR CONGRESS","C00512202","COOK, PAUL","H2CA08164","REP","CA",8,"west","I","GOP Hold",60,40,"20",1681130.2,390824.3,58500,NA,179281.46,62133.5,159155.86,NA,NA,2611,369341.05,NA,NA,NA,NA,4000
"236","SEAN PATRICK MALONEY FOR CONGRESS","C00512426","MALONEY, SEAN PATRICK","H2NY22139","DEM","NY",18,"northeast","I","Dem Hold",55.5,44.5,"11",4840424.18,6986,89000,12459.5,311215.34,101333,576563.72,NA,NA,4086.8,52071.33,NA,NA,NA,NA,NA
"237","JOE KENNEDY FOR CONGRESS","C00512970","KENNEDY, JOSEPH P III","H2MA04073","DEM","MA",4,"northeast","I","Dem Hold",97.7,9,"88.7",3365459.39,702548.1,NA,11500,585085,392010,290358.91,NA,4959.94,51331.21,32714.93,NA,NA,NA,NA,22500
"238","JULIA BROWNLEY FOR CONGRESS","C00513077","BROWNLEY, JULIA","H2CA00120","DEM","CA",26,"west","I","Dem Hold",61.9,38.1,"23.8",2035726.88,975,NA,74981.85,859836.85,102500,416798.49,79689.23,9837.85,41066.76,35392.98,NA,NA,NA,NA,NA
"239","FILEMON VELA FOR CONGRESS","C00513531","VELA, FILEMON","H2TX27190","DEM","TX",34,"south","I","Dem Hold",60,40,"20",923596.62,109084.94,NA,NA,84494.81,83366.96,NA,NA,61779.49,45691.61,32784.13,NA,NA,NA,NA,380
"240","PEOPLE FOR DEREK KILMER","C00514893","KILMER, DEREK","H2WA06129","DEM","WA",6,"west","I","Dem Hold",63.9,36.1,"27.8",1351858.8,24950,NA,16500,403621.44,168290,191719.29,NA,15924.8,122888.19,3013.4,10350,NA,NA,NA,NA
"241","GRACE FOR NEW YORK","C00516666","MENG, GRACE","H2NY06116","DEM","NY",6,"northeast","I","Dem Hold",90.9,9.1,"81.8",1411068.19,295,NA,NA,304279.73,260631.1,123291.16,NA,72823.61,115361.48,21643.02,NA,NA,NA,NA,2804.13
"242","ESPAILLAT FOR CONGRESS","C00518365","ESPAILLAT, ADRIANO","H2NY13096","DEM","NY",13,"northeast","I","Dem Hold",94.6,5.4,"89.2",20267.53,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA
"243","DONALD M PAYNE JR FOR CONGRESS","C00519355","PAYNE, DONALD M., JR.","H2NJ10154","DEM","NJ",10,"northeast","I","Dem Hold",87.6,10.1,"77.5",563245.87,1250,NA,NA,239875.43,209296.63,332.25,12688.17,2059.75,3479.5,29992,NA,NA,NA,NA,NA
"244","BERA VICTORY FUND","C00519900","BERA, AMERISH","H0CA03078","DEM","CA",7,"west","I","Dem Hold",55,45,"10",34882.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","COLLINS FOR CONGRESS","C00520379","COLLINS, CHRISTOPHER C","H8NY29032","REP","NY",27,"northeast","I","GOP Hold",49.1,48.8,"0.3",1892574.45,9319.12,NA,NA,339404.53,176713.03,29702.56,NA,4138.89,22831.71,2330.31,NA,NA,NA,NA,2500
"246","RODNEY FOR CONGRESS","C00521948","DAVIS, RODNEY L","H2IL13120","REP","IL",13,"midwest","I","GOP Hold",50.4,49.6,"0.8",4077645.61,20985.37,72410,NA,971713.76,576879.44,224093.37,NA,39568.11,23134.99,145930.18,600,NA,973.42,NA,2159.46
"247","FRIENDS OF DAVE JOYCE","C00527457","JOYCE, DAVID P","H2OH14064","REP","OH",14,"midwest","I","GOP Hold",55.2,44.8,"10.4",2653611.47,1415,NA,NA,285675.61,204836.13,188661.27,NA,1413.28,14722.41,11550.42,NA,NA,NA,NA,2260.75
"248","HUFFMAN FOR CONGRESS","C00536680","HUFFMAN, JARED","H2CA06259","DEM","CA",2,"west","I","Dem Hold",77,23,"54",740762.34,13625,NA,NA,3000,152103.63,NA,668.94,4420.02,182763.57,6688.08,NA,NA,NA,NA,NA
"249","ROBIN KELLY FOR CONGRESS","C00539866","KELLY, ROBIN","H2IL02172","DEM","IL",2,"midwest","I","Dem Hold",81.1,18.9,"62.2",879434.75,4574.8,NA,NA,329748.24,331413.38,13198.87,NA,18696.03,132107.42,2329.72,3314.8,NA,NA,NA,3500
"250","FRIENDS OF DAVID SCHWEIKERT","C00540617","SCHWEIKERT, DAVID S.","H4AZ06045","REP","AZ",6,"west","I","GOP Hold",55.2,44.8,"10.4",2015444.87,217058.36,7300,1000,569430.79,162382.59,10361,NA,4091.07,45944.3,333163.7,NA,NA,NA,NA,95
"251","JASON SMITH FOR CONGRESS","C00541862","SMITH, JASON T","H4MO08162","REP","MO",8,"midwest","I","GOP Hold",73.4,25,"48.4",1511465.51,404290.39,NA,NA,624410.54,52666.55,227718.76,1980,94520.37,366997.18,35007.67,126544,NA,35156.35,NA,5612.5
"252","KATHERINE CLARK FOR CONGRESS","C00541888","CLARK, KATHERINE","H4MA05084","DEM","MA",5,"northeast","I","Dem Hold",75.9,24.1,"51.8",1451400.12,20362.72,NA,10000,309900,205483.37,61295.7,NA,NA,26487.09,6522.08,NA,NA,NA,NA,8245.86
"253","WALKER 4 NC","C00543231","WALKER, BRADLEY MARK MR.","H4NC06052","REP","NC",6,"south","I","GOP Hold",56.6,43.4,"13.2",809135.87,24742.34,8000,NA,87618.31,166230.72,13895.81,NA,1275.08,17919.52,5025.55,NA,NA,NA,NA,NA
"254","CITIZENS FOR BOYLE","C00543363","BOYLE, BRENDAN F","H4PA13199","DEM","PA",2,"northeast","I","Dem Hold",79,21,"58",973300.55,NA,64143,8500,43129.84,146455.85,60472.03,NA,36161.01,24830.62,183891.44,NA,NA,NA,NA,725
"255","LOUDERMILK FOR CONGRESS","C00543892","LOUDERMILK, BARRY","H4GA11061","REP","GA",11,"south","I","GOP Hold",61.8,38.2,"23.6",661408.85,8484.53,NA,NA,275380.2,113969.04,NA,NA,2136.74,36280.26,2657.22,NA,NA,NA,NA,NA
"256","BUDDY CARTER FOR CONGRESS","C00543967","CARTER, EARL LEROY","H4GA01039","REP","GA",1,"south","I","GOP Hold",57.7,42.3,"15.4",1483092.7,NA,NA,NA,327163.11,228496.73,3671.74,NA,3875.86,199140.05,84689.56,NA,NA,NA,NA,2860
"257","JODY HICE FOR CONGRESS","C00544445","HICE, JODY","H0GA07125","REP","GA",10,"south","I","GOP Hold",62.9,37.1,"25.8",659540.98,8077.92,NA,NA,459700.3,21919.55,NA,NA,260.1,16131.09,262.57,NA,NA,NA,NA,2080.68
"258","HURD FOR CONGRESS","C00545467","HURD, WILLIAM","H0TX23086","REP","TX",23,"south","I","GOP Hold",49.2,48.7,"0.5",5330743.4,126619,51294.5,5000,817154.03,269020.64,447419.63,NA,103587.31,15880.38,480363.6,NA,NA,NA,NA,NA
"259","BYRNE FOR CONGRESS","C00545673","BYRNE, BRADLEY ROBERTS","H4AL01123","REP","AL",1,"south","I","GOP Hold",63.2,36.8,"26.4",961312.71,38349.61,30695.34,NA,278388.32,247057.4,NA,NA,32990.65,16261.4,9098.48,NA,NA,NA,NA,412
"260","EMMER FOR CONGRESS","C00545749","EMMER, THOMAS EARL JR.","H4MN06087","REP","MN",6,"midwest","I","GOP Hold",61.2,38.8,"22.4",2160344.85,147115.78,NA,NA,817478.27,403827.38,NA,NA,1354.88,51073.59,224681.91,NA,NA,NA,NA,NA
"261","ALMA ADAMS FOR CONGRESS","C00546358","ADAMS, ALMA SHEALEY","H4NC12100","DEM","NC",12,"south","I","Dem Hold",73,27,"46",517742.87,74533,NA,NA,105815.21,106327.79,902.5,NA,4354.48,9256.6,17155.66,10540,24013,NA,NA,377
"262","MIKE BOST FOR CONGRESS COMMITTEE","C00546499","BOST, MICHAEL","H4IL12060","REP","IL",12,"midwest","I","GOP Hold",51.6,45.4,"6.2",2965027.29,4412.92,47974.09,9974.7,386291.94,285063.26,100987.6,NA,31099.37,101934.88,1800.35,NA,NA,NA,NA,1050
"263","MOULTON FOR CONGRESS","C00547240","MOULTON, SETH","H4MA06090","DEM","MA",6,"northeast","I","Dem Hold",65.2,31.4,"33.8",3737058.25,201458.16,NA,5389.59,607162.8,107826.38,1985470.79,NA,2540.44,135570.27,3888.3,NA,NA,83.16,NA,432
"264","ELISE FOR CONGRESS","C00547893","STEFANIK, ELISE M.","H4NY21079","REP","NY",21,"northeast","I","GOP Hold",56.1,42.4,"13.7",3000778.86,NA,NA,112900,910244.7,NA,223600.66,NA,92984.48,135,19630.22,NA,NA,NA,NA,NA
"265","FRIENDS OF HAGEDORN","C00550707","HAGEDORN, JAMES","H0MN01045","REP","MN",1,"midwest","I","GOP Pickup",50.2,49.8,"0.4",1778831.01,931501.43,50995,NA,286735.58,142603.8,NA,NA,4839.12,23779.94,84645.08,858,NA,NA,NA,2119
"266","FRENCH HILL FOR ARKANSAS","C00551275","HILL, JAMES FRENCH","H4AR02141","REP","AR",2,"south","I","GOP Hold",52.1,45.8,"6.3",3724588.46,3710352.55,21500,NA,456756.62,290639.8,212484.17,NA,55303.58,158940.35,60989.75,492,1737681,18661.15,NA,NA
"267","GARY PALMER FOR CONGRESS","C00551374","PALMER, GARY","H4AL06098","REP","AL",6,"south","I","GOP Hold",69.2,30.8,"38.4",1511405.64,32104.78,16248,NA,272495.79,140866.34,NA,NA,2256.68,73519.28,22.47,7576.4,NA,5756.5,NA,1955.42
"268","ZELDIN FOR CONGRESS","C00552547","ZELDIN, LEE M","H8NY01148","REP","NY",1,"northeast","I","GOP Hold",51.5,47.4,"4.1",4703154.55,93967.82,128645,13564.03,60777.34,233040.29,NA,157.59,3899.42,245561.97,888210.85,7184.99,NA,7573.83,116529.36,NA
"269","BRENDA LAWRENCE FOR CONGRESS","C00552588","LAWRENCE, BRENDA LULENAR","H2MI14111","DEM","MI",14,"midwest","I","Dem Hold",80.9,17.3,"63.6",575132.06,NA,NA,NA,NA,161265.9,93259.58,NA,24467.97,12318.69,261.85,NA,NA,NA,NA,64.68
"270","DR. BRIAN BABIN FOR CONGRESS","C00553859","BABIN, BRIAN","H6TX02079","REP","TX",36,"south","I","GOP Hold",72.6,27.4,"45.2",1121169.91,73257.05,NA,NA,301504.39,250933.34,NA,NA,939.52,13001.3,1624.59,NA,NA,18061.65,NA,396.36
"271","RATCLIFFE FOR CONGRESS","C00554113","RATCLIFFE, JOHN L","H4TX04153","REP","TX",4,"south","I","GOP Hold",75.7,23,"52.7",834552.6,10047.46,NA,NA,286549.36,212799.36,NA,NA,9041.68,25860.03,2684.88,NA,NA,1914.75,NA,882.78
"272","MARK DESAULNIER FOR CONGRESS","C00554709","DESAULNIER, MARK","H0CA10073","DEM","CA",11,"west","I","Dem Hold",74.1,25.9,"48.2",487559.36,NA,NA,NA,170857.28,160017.83,10393.54,NA,6474.81,7735.93,1320.28,NA,NA,NA,NA,NA
"273","KATHLEEN RICE FOR CONGRESS","C00555813","RICE, KATHLEEN","H4NY04075","DEM","NY",4,"northeast","I","Dem Hold",61.3,38.7,"22.6",1751655.15,1250,52500,1600,667781.34,333377.34,81721.69,34528.31,31376.97,75008.99,68557.96,NA,NA,NA,NA,NA
"274","FRIENDS OF DON BEYER","C00555888","BEYER, DONALD STERNOFF HONORABLE JR.","H4VA08224","DEM","VA",8,"south","I","Dem Hold",76.3,23.7,"52.6",1985428,2325,NA,NA,168388.99,167794.5,332498.1,535,8461.27,7880,12245.23,NA,NA,NA,NA,1265
"275","KATKO FOR CONGRESS","C00556365","KATKO, JOHN M","H4NY24073","REP","NY",24,"northeast","I","GOP Hold",52.6,47.4,"5.2",3172475.61,211443.5,96600,150,431293.91,168218.91,NA,NA,48378.72,146338.92,45098.13,NA,NA,NA,NA,NA
"276","TED LIEU FOR CONGRESS","C00556506","LIEU, TED","H4CA33119","DEM","CA",33,"west","I","Dem Hold",70,30,"40",1230725.31,9075,NA,NA,47527,254701.03,3000,NA,773.15,21398.66,14699.67,NA,NA,NA,NA,3034.3
"277","NORMA TORRES FOR CONGRESS","C00557652","TORRES, NORMA","H4CA35031","DEM","CA",35,"west","I","Dem Hold",69.4,30.6,"38.8",780708.04,39026.76,NA,28750,161718.37,142998.66,NA,NA,7293.77,24900.42,302278.33,NA,5570,NA,NA,5935.49
"278","DEBBIE DINGELL FOR CONGRESS","C00558213","DINGELL, DEBBIE","H4MI12079","DEM","MI",12,"midwest","I","Dem Hold",68.1,28.9,"39.2",1356287.19,515,36000,NA,256904.7,127978.29,171000.06,NA,26397.29,7273.99,1289.9,NA,NA,NA,NA,2343.4
"279","DONALD NORCROSS FOR CONGRESS","C00558320","NORCROSS, DONALD W","H4NJ01084","DEM","NJ",1,"northeast","I","Dem Hold",64.4,33.3,"31.1",1560522.58,44907.96,88200,NA,565857.58,361516.11,594.57,4502,13863.02,6125.83,155689.59,NA,NA,NA,52300,NA
"280","BONNIE WATSON COLEMAN FOR CONGRESS","C00558437","COLEMAN, BONNIE WATSON","H4NJ12149","DEM","NJ",12,"northeast","I","Dem Hold",68.7,31.3,"37.4",964223.06,520,NA,NA,224381.45,212656.45,NA,NA,28373.13,64670.03,1173.02,520,NA,NA,NA,3956.15
"281","GARRET GRAVES FOR CONGRESS","C00558486","GRAVES, GARRET","H4LA06153","REP","LA",6,"south","I","GOP Hold",69.5,20.5,"49",2132145.91,29822.51,20465,10354.5,577987.41,269961.32,NA,NA,70247.89,56588.24,250.12,NA,NA,NA,NA,NA
"282","GALLEGO FOR ARIZONA","C00558627","GALLEGO, RUBEN","H4AZ07043","DEM","AZ",7,"west","I","Dem Hold",85.8,14.2,"71.6",939343.22,21850,21557.54,28500,228573.82,192075.44,NA,NA,38373.13,38955.06,46935.66,NA,NA,NA,NA,NA
"283","DAN NEWHOUSE FOR CONGRESS","C00559393","NEWHOUSE, DAN","H4WA04104","REP","WA",4,"west","I","GOP Hold",62.8,37.2,"25.6",1101350.26,96151.7,21000,NA,401259.99,260978.55,85984.19,NA,2432.87,32195.11,4316.33,NA,NA,2595,NA,5190
"284","MOOLENAAR FOR CONGRESS","C00561530","MOOLENAAR, JOHN MR.","H4MI04126","REP","MI",4,"midwest","I","GOP Hold",62.6,37.4,"25.2",1218069.36,543640.06,NA,NA,86511.64,71980.46,49612.58,NA,2881.92,138257.15,12935.26,269986.75,224051.31,8702,NA,9875
"285","GLENN GROTHMAN FOR CONGRESS","C00561597","GROTHMAN, GLENN S.","H4WI06048","REP","WI",6,"midwest","I","GOP Hold",55.5,44.5,"11",1927584.87,941379.38,37509,NA,320551.98,176256.16,171168.11,NA,7530.09,32197.97,85577.34,1697.95,917147.21,712,NA,NA
"286","RALPH ABRAHAM FOR CONGRESS","C00563940","ABRAHAM, RALPH LEE DR. JR.","H4LA05221","REP","LA",5,"south","I","GOP Hold",66.5,30,"36.5",1042046.62,742382,NA,NA,319030.9,20511.17,NA,NA,2562.28,41914.67,145.15,1300,354446,NA,NA,177.7
"287","BUCK FOR COLORADO","C00573378","BUCK, KENNETH R","H4CO04090","REP","CO",4,"west","I","GOP Hold",60.6,39.4,"21.2",674430.85,NA,22500,NA,357941.82,88649.16,NA,NA,2352.23,10926.37,236,NA,NA,NA,NA,432
