"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website","per_advertise","per_poll","per_research","per_consulting","per_fundraise","per_pay","per_materials","per_travel","per_event","per_mail","per_radio","per_television","per_newspaper","per_smedia","per_website"
"224","RICK W. ALLEN FOR CONGRESS","C00504019","ALLEN, RICHARD W","H2GA12121","REP","GA",12,"south","I","GOP Hold",59.5,40.5,"19",1252499.74,17625.63,NA,8924.95,209646.2,129485.2,66955.05,983.88,4216.16,39050.77,177487.37,NA,NA,NA,NA,NA,0.014072362202646,NA,0.00712571006202365,0.167382230354794,0.103381418666003,0.0534571368453937,0.000785533097196491,0.00336619630755372,0.031178265953173,0.141706512450054,NA,NA,NA,NA,NA
"225","HUDSON FOR CONGRESS","C00504522","HUDSON, RICHARD L. JR.","H2NC08185","REP","NC",8,"south","I","GOP Hold",55.4,44.6,"10.8",2249136,8830.22,NA,NA,949194.26,454716.98,39405.48,NA,5703.04,97890.44,25026.07,NA,NA,NA,NA,1849.65,0.00392604982535516,NA,NA,0.42202617360622,0.202174070398589,0.0175202744520563,NA,0.00253565813716912,0.0435235752751279,0.011126970534463,NA,NA,NA,NA,0.000822382461531895
"226","TOM RICE FOR CONGRESS","C00506048","RICE, TOM","H2SC07066","REP","SC",7,"south","I","GOP Hold",59.6,40.4,"19.2",1433170.8,29176.24,NA,NA,188115.65,133943.03,48052.38,NA,68933.98,210099.75,19490.49,NA,NA,NA,NA,NA,0.0203578247617102,NA,NA,0.1312583608318,0.0934592234226374,0.0335287182797752,NA,0.0480989286133935,0.146597844443942,0.0135995584057392,NA,NA,NA,NA,NA
"227","MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE","C00506832","VEASEY, MARC ALLISON MR.","H2TX33073","DEM","TX",33,"south","I","Dem Hold",76.2,21.9,"54.3",1405946.57,28847.53,NA,NA,411238.52,251866.4,25348.23,2747,3524.89,87951.5,37877.47,25000,NA,3000,NA,7666.92,0.0205182263789726,NA,NA,0.292499394198174,0.179143649818784,0.0180292982257498,0.00195384380787671,0.00250712941388662,0.0625567869197191,0.0269409028822482,0.0177816145602176,NA,0.00213379374722611,NA,0.00545320865216094
"228","FRIENDS FOR CHRIS STEWART, INC.","C00506931","STEWART, CHRIS","H2UT02324","REP","UT",2,"west","I","GOP Hold",56.1,38.9,"17.2",1014610.62,51396.74,NA,NA,304368.5,257613.89,22903.13,5248.95,38975.33,44395.89,814.52,NA,NA,NA,NA,NA,0.050656615441301,NA,NA,0.299985525481687,0.253904192329467,0.0225733198022311,0.0051733639452739,0.0384140765252388,0.043756579248106,0.000802790729708703,NA,NA,NA,NA,NA
"229","BEATTY FOR CONGRESS","C00507368","BEATTY, JOYCE","H2OH03125","DEM","OH",3,"midwest","I","Dem Hold",73.6,26.4,"47.2",796468.34,3255,NA,NA,128911.05,218091.82,NA,985.78,2593.41,119315.19,NA,2000,NA,1255,NA,1394.55,0.0040867914473537,NA,NA,0.161853326147277,0.273823589773826,NA,0.0012376888703448,0.00325613696082383,0.149805314295355,NA,0.0025110853747181,NA,0.00157570607263561,NA,0.00175091705465656
"230","DOUG LAMALFA COMMITTEE","C00509422","LAMALFA, DOUG","H2CA02142","REP","CA",1,"west","I","GOP Hold",54.9,45.1,"9.8",1142736.99,370227.48,15000,NA,174596.49,258756.96,NA,NA,NA,76607.89,16125.52,NA,4317,NA,NA,NA,0.323983106558929,0.013126380025556,NA,0.152787991924546,0.226436146081173,NA,NA,NA,0.0670389518063995,0.0141113135753136,NA,0.00377777217135502,NA,NA,NA
"231","THOMAS MASSIE FOR CONGRESS","C00509729","MASSIE, THOMAS H.","H2KY04121","REP","KY",4,"south","I","GOP Hold",62.2,34.6,"27.6",381638.11,2046.69,NA,8286.96,129157.01,NA,NA,NA,23815.55,22782.05,6.36,NA,NA,NA,NA,3871.7,0.00536290780813268,NA,0.0217141836280449,0.338427967793887,NA,NA,NA,0.0624034900497752,0.0596954271679,1.66650023500012e-05,NA,NA,NA,NA,0.0101449511947326
"232","CARTWRIGHT FOR CONGRESS","C00509968","CARTWRIGHT, MATT","H2PA17079","DEM","PA",8,"northeast","I","Dem Hold",54.6,45.4,"9.2",2732399.57,37435.89,104500,31950,215611.46,89317.13,304590.26,10174.81,4292.53,60713.92,10266.96,NA,NA,NA,NA,5747.64,0.0137007377731362,0.0382447725242469,0.0116930189679396,0.0789091984815383,0.0326881657355846,0.111473542648815,0.00372376357825294,0.0015709744823302,0.0222200005689505,0.00375748851402432,NA,NA,NA,NA,0.0021035137258494
"233","PATRIOTS FOR PERRY","C00510164","PERRY, SCOTT","H2PA04135","REP","PA",10,"northeast","I","GOP Hold",51.3,48.7,"2.6",1810822.99,10392.64,31581,36702.16,201740.94,250470.54,NA,NA,58494.35,5339.81,92743.81,2000,NA,NA,6400,2668.6,0.00573918050377746,0.0174401364321092,0.0202682206945031,0.111408426507773,0.138318621634023,NA,NA,0.0323026327382777,0.0029488304652019,0.0512163864232804,0.00110447018347166,NA,NA,0.00353430458710931,0.00147369456580624
"234","PETE AGUILAR FOR CONGRESS","C00510461","AGUILAR, PETE","H2CA31125","DEM","CA",31,"west","I","Dem Hold",58.7,41.3,"17.4",2688729.66,NA,NA,158205.9,937766.4,370394.49,519319.21,212425.83,26047.44,105345.99,1338.28,NA,NA,NA,NA,10250,NA,NA,0.0588403893309229,0.34877675281047,0.13775817461693,0.193146681024079,0.0790060202631156,0.00968763813912031,0.0391805809141853,0.000497736912680169,NA,NA,NA,NA,0.00381220922002251
"235","PAUL COOK FOR CONGRESS","C00512202","COOK, PAUL","H2CA08164","REP","CA",8,"west","I","GOP Hold",60,40,"20",1681130.2,390824.3,58500,NA,179281.46,62133.5,159155.86,NA,NA,2611,369341.05,NA,NA,NA,NA,4000,0.232477115692764,0.034798018618665,NA,0.106643411676264,0.0369593622195354,0.0946719415307631,NA,NA,0.00155312182245016,0.219698063838244,NA,NA,NA,NA,0.00237935170042154
"236","SEAN PATRICK MALONEY FOR CONGRESS","C00512426","MALONEY, SEAN PATRICK","H2NY22139","DEM","NY",18,"northeast","I","Dem Hold",55.5,44.5,"11",4840424.18,6986,89000,12459.5,311215.34,101333,576563.72,NA,NA,4086.8,52071.33,NA,NA,NA,NA,NA,0.00144326194155984,0.0183868183221909,0.00257405126837458,0.0642950552321222,0.0209347355173323,0.119114296301197,NA,NA,0.000844306169877864,0.0107575964551107,NA,NA,NA,NA,NA
"237","JOE KENNEDY FOR CONGRESS","C00512970","KENNEDY, JOSEPH P III","H2MA04073","DEM","MA",4,"northeast","I","Dem Hold",97.7,9,"88.7",3365459.39,702548.1,NA,11500,585085,392010,290358.91,NA,4959.94,51331.21,32714.93,NA,NA,NA,NA,22500,0.208752511495912,NA,0.00341706693421132,0.173849965843742,0.116480383380885,0.0862761591664905,NA,0.00147377799736279,0.0152523635116572,0.00972079178765547,NA,NA,NA,NA,0.00668556574084824
"238","JULIA BROWNLEY FOR CONGRESS","C00513077","BROWNLEY, JULIA","H2CA00120","DEM","CA",26,"west","I","Dem Hold",61.9,38.1,"23.8",2035726.88,975,NA,74981.85,859836.85,102500,416798.49,79689.23,9837.85,41066.76,35392.98,NA,NA,NA,NA,NA,0.000478944405351665,NA,0.0368329616004284,0.422373383407896,0.0503505656908161,0.204741851225151,0.0391453444874688,0.00483259817250141,0.0201730204594047,0.0173859177022804,NA,NA,NA,NA,NA
"239","FILEMON VELA FOR CONGRESS","C00513531","VELA, FILEMON","H2TX27190","DEM","TX",34,"south","I","Dem Hold",60,40,"20",923596.62,109084.94,NA,NA,84494.81,83366.96,NA,NA,61779.49,45691.61,32784.13,NA,NA,NA,NA,380,0.118108855790312,NA,NA,0.0914845379143982,0.0902633879279463,NA,NA,0.0668901213605567,0.0494713915258806,0.0354961563198445,NA,NA,NA,NA,0.000411435026689465
"240","PEOPLE FOR DEREK KILMER","C00514893","KILMER, DEREK","H2WA06129","DEM","WA",6,"west","I","Dem Hold",63.9,36.1,"27.8",1351858.8,24950,NA,16500,403621.44,168290,191719.29,NA,15924.8,122888.19,3013.4,10350,NA,NA,NA,NA,0.0184560695244207,NA,0.0122054167195568,0.298567749827127,0.124487853317225,0.141819019856216,NA,0.0117799284954908,0.0909031253855802,0.00222907895410379,0.00765612503317654,NA,NA,NA,NA
"241","GRACE FOR NEW YORK","C00516666","MENG, GRACE","H2NY06116","DEM","NY",6,"northeast","I","Dem Hold",90.9,9.1,"81.8",1411068.19,295,NA,NA,304279.73,260631.1,123291.16,NA,72823.61,115361.48,21643.02,NA,NA,NA,NA,2804.13,0.00020906147703606,NA,NA,0.215637863681131,0.184704822805197,0.0873743458138618,NA,0.0516088524396542,0.0817547166164946,0.0153380397583762,NA,NA,NA,NA,0.00198723918508857
"242","ESPAILLAT FOR CONGRESS","C00518365","ESPAILLAT, ADRIANO","H2NY13096","DEM","NY",13,"northeast","I","Dem Hold",94.6,5.4,"89.2",20267.53,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789440055102916,NA,NA,NA,NA,NA,NA,NA,NA
"243","DONALD M PAYNE JR FOR CONGRESS","C00519355","PAYNE, DONALD M., JR.","H2NJ10154","DEM","NJ",10,"northeast","I","Dem Hold",87.6,10.1,"77.5",563245.87,1250,NA,NA,239875.43,209296.63,332.25,12688.17,2059.75,3479.5,29992,NA,NA,NA,NA,NA,0.00221927947736217,NA,NA,0.42588049513794,0.371590172512051,0.000589884485082864,0.0225268762290259,0.00365692872279738,0.00617758635318533,0.0532485040680369,NA,NA,NA,NA,NA
"244","BERA VICTORY FUND","C00519900","BERA, AMERISH","H0CA03078","DEM","CA",7,"west","I","Dem Hold",55,45,"10",34882.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","COLLINS FOR CONGRESS","C00520379","COLLINS, CHRISTOPHER C","H8NY29032","REP","NY",27,"northeast","I","GOP Hold",49.1,48.8,"0.3",1892574.45,9319.12,NA,NA,339404.53,176713.03,29702.56,NA,4138.89,22831.71,2330.31,NA,NA,NA,NA,2500,0.00492404407129136,NA,NA,0.179334836735221,0.0933717719796968,0.0156942623842354,NA,0.0021869100050463,0.0120638371716368,0.00123129105964629,NA,NA,NA,NA,0.0013209519974234
"246","RODNEY FOR CONGRESS","C00521948","DAVIS, RODNEY L","H2IL13120","REP","IL",13,"midwest","I","GOP Hold",50.4,49.6,"0.8",4077645.61,20985.37,72410,NA,971713.76,576879.44,224093.37,NA,39568.11,23134.99,145930.18,600,NA,973.42,NA,2159.46,0.00514644282684488,0.0177577962691074,NA,0.238302651318441,0.141473657883673,0.0549565586206007,NA,0.00970366573862215,0.00567361468178202,0.0357878525887884,0.000147143733758658,NA,0.000238721088858921,NA,0.000529585012170785
"247","FRIENDS OF DAVE JOYCE","C00527457","JOYCE, DAVID P","H2OH14064","REP","OH",14,"midwest","I","GOP Hold",55.2,44.8,"10.4",2653611.47,1415,NA,NA,285675.61,204836.13,188661.27,NA,1413.28,14722.41,11550.42,NA,NA,NA,NA,2260.75,0.000533235560667817,NA,NA,0.107655402167824,0.0771914548590642,0.071096041049295,NA,0.000532587387406793,0.00554806540687737,0.00435271709162457,NA,NA,NA,NA,0.000851952151081107
"248","HUFFMAN FOR CONGRESS","C00536680","HUFFMAN, JARED","H2CA06259","DEM","CA",2,"west","I","Dem Hold",77,23,"54",740762.34,13625,NA,NA,3000,152103.63,NA,668.94,4420.02,182763.57,6688.08,NA,NA,NA,NA,NA,0.0183932136722825,NA,NA,0.0040498819094934,0.205333913168426,NA,0.000903042668178839,0.00596685301253301,0.24672362528581,0.00902864473374821,NA,NA,NA,NA,NA
"249","ROBIN KELLY FOR CONGRESS","C00539866","KELLY, ROBIN","H2IL02172","DEM","IL",2,"midwest","I","Dem Hold",81.1,18.9,"62.2",879434.75,4574.8,NA,NA,329748.24,331413.38,13198.87,NA,18696.03,132107.42,2329.72,3314.8,NA,NA,NA,3500,0.00520197774763847,NA,NA,0.37495475360736,0.376848174352901,0.0150083562197195,NA,0.021259144012674,0.150218557999897,0.00264911069297637,0.00376923927556877,NA,NA,NA,0.0039798290890825
"250","FRIENDS OF DAVID SCHWEIKERT","C00540617","SCHWEIKERT, DAVID S.","H4AZ06045","REP","AZ",6,"west","I","GOP Hold",55.2,44.8,"10.4",2015444.87,217058.36,7300,1000,569430.79,162382.59,10361,NA,4091.07,45944.3,333163.7,NA,NA,NA,NA,95,0.107697493109797,0.00362202911558677,0.000496168371998188,0.282533548039942,0.0805691053211493,0.00514080050227323,NA,0.00202985954163063,0.0227961085335964,0.165305290637893,NA,NA,NA,NA,4.71359953398279e-05
"251","JASON SMITH FOR CONGRESS","C00541862","SMITH, JASON T","H4MO08162","REP","MO",8,"midwest","I","GOP Hold",73.4,25,"48.4",1511465.51,404290.39,NA,NA,624410.54,52666.55,227718.76,1980,94520.37,366997.18,35007.67,126544,NA,35156.35,NA,5612.5,0.267482378741146,NA,NA,0.413115969811312,0.034844691891117,0.150660903932899,0.00130998688815599,0.0625355784664911,0.242808835247587,0.023161408426713,0.0837227175630359,NA,0.0232597765330418,NA,0.00371328354029064
"252","KATHERINE CLARK FOR CONGRESS","C00541888","CLARK, KATHERINE","H4MA05084","DEM","MA",5,"northeast","I","Dem Hold",75.9,24.1,"51.8",1451400.12,20362.72,NA,10000,309900,205483.37,61295.7,NA,NA,26487.09,6522.08,NA,NA,NA,NA,8245.86,0.0140297080862857,NA,0.00688989883782013,0.213517964984046,0.141575963215436,0.0422321172193371,NA,NA,0.0182493370608237,0.00449364714121699,NA,NA,NA,NA,0.00568131412308275
"253","WALKER 4 NC","C00543231","WALKER, BRADLEY MARK MR.","H4NC06052","REP","NC",6,"south","I","GOP Hold",56.6,43.4,"13.2",809135.87,24742.34,8000,NA,87618.31,166230.72,13895.81,NA,1275.08,17919.52,5025.55,NA,NA,NA,NA,NA,0.0305787209755019,0.00988709102712255,NA,0.10828627582658,0.205442282518015,0.0171736422957,NA,0.00157585400335793,0.0221464906752929,0.00621100878891947,NA,NA,NA,NA,NA
"254","CITIZENS FOR BOYLE","C00543363","BOYLE, BRENDAN F","H4PA13199","DEM","PA",2,"northeast","I","Dem Hold",79,21,"58",973300.55,NA,64143,8500,43129.84,146455.85,60472.03,NA,36161.01,24830.62,183891.44,NA,NA,NA,NA,725,NA,0.0659025621633523,0.00873317085868286,0.044312971979724,0.150473407212192,0.062130890607223,NA,0.037152973970887,0.025511770233768,0.188935925290497,NA,NA,NA,NA,0.000744888102652362
"255","LOUDERMILK FOR CONGRESS","C00543892","LOUDERMILK, BARRY","H4GA11061","REP","GA",11,"south","I","GOP Hold",61.8,38.2,"23.6",661408.85,8484.53,NA,NA,275380.2,113969.04,NA,NA,2136.74,36280.26,2657.22,NA,NA,NA,NA,NA,0.0128279656372908,NA,NA,0.416353969258198,0.172312541629886,NA,NA,0.00323058876517906,0.0548530005306098,0.00401751503627446,NA,NA,NA,NA,NA
"256","BUDDY CARTER FOR CONGRESS","C00543967","CARTER, EARL LEROY","H4GA01039","REP","GA",1,"south","I","GOP Hold",57.7,42.3,"15.4",1483092.7,NA,NA,NA,327163.11,228496.73,3671.74,NA,3875.86,199140.05,84689.56,NA,NA,NA,NA,2860,NA,NA,NA,0.220595185992083,0.154067732920538,0.00247573196200076,NA,0.00261336327796637,0.1342735015822,0.0571033489680045,NA,NA,NA,NA,0.00192840272223038
"257","JODY HICE FOR CONGRESS","C00544445","HICE, JODY","H0GA07125","REP","GA",10,"south","I","GOP Hold",62.9,37.1,"25.8",659540.98,8077.92,NA,NA,459700.3,21919.55,NA,NA,260.1,16131.09,262.57,NA,NA,NA,NA,2080.68,0.0122477908802574,NA,NA,0.697000359249853,0.0332345535223604,NA,NA,0.000394365184101222,0.0244580556616816,0.00039811021295447,NA,NA,NA,NA,0.00315473952808816
"258","HURD FOR CONGRESS","C00545467","HURD, WILLIAM","H0TX23086","REP","TX",23,"south","I","GOP Hold",49.2,48.7,"0.5",5330743.4,126619,51294.5,5000,817154.03,269020.64,447419.63,NA,103587.31,15880.38,480363.6,NA,NA,NA,NA,NA,0.0237525970580388,0.00962239150359404,0.000937955482906943,0.153290820563601,0.050465876860627,0.0839319390237392,NA,0.0194320570748162,0.00297901789832915,0.0901119344817835,NA,NA,NA,NA,NA
"259","BYRNE FOR CONGRESS","C00545673","BYRNE, BRADLEY ROBERTS","H4AL01123","REP","AL",1,"south","I","GOP Hold",63.2,36.8,"26.4",961312.71,38349.61,30695.34,NA,278388.32,247057.4,NA,NA,32990.65,16261.4,9098.48,NA,NA,NA,NA,412,0.0398929605331027,0.0319306503291733,NA,0.289591843636396,0.257000034879389,NA,NA,0.0343183333132046,0.0169158275250517,0.00946464132363339,NA,NA,NA,NA,0.00042858062284436
"260","EMMER FOR CONGRESS","C00545749","EMMER, THOMAS EARL JR.","H4MN06087","REP","MN",6,"midwest","I","GOP Hold",61.2,38.8,"22.4",2160344.85,147115.78,NA,NA,817478.27,403827.38,NA,NA,1354.88,51073.59,224681.91,NA,NA,NA,NA,NA,0.0680982853269931,NA,NA,0.37840174914667,0.186927276911369,NA,NA,0.000627159131561797,0.0236414061393948,0.10400279844211,NA,NA,NA,NA,NA
"261","ALMA ADAMS FOR CONGRESS","C00546358","ADAMS, ALMA SHEALEY","H4NC12100","DEM","NC",12,"south","I","Dem Hold",73,27,"46",517742.87,74533,NA,NA,105815.21,106327.79,902.5,NA,4354.48,9256.6,17155.66,10540,24013,NA,NA,377,0.143957559473489,NA,NA,0.204377918328455,0.205367946448012,0.00174314327109903,NA,0.00841050693754604,0.017878759006377,0.0331354828700973,0.0203575956536108,0.0463801655057075,NA,NA,0.000728160679450786
"262","MIKE BOST FOR CONGRESS COMMITTEE","C00546499","BOST, MICHAEL","H4IL12060","REP","IL",12,"midwest","I","GOP Hold",51.6,45.4,"6.2",2965027.29,4412.92,47974.09,9974.7,386291.94,285063.26,100987.6,NA,31099.37,101934.88,1800.35,NA,NA,NA,NA,1050,0.00148832356952775,0.016179982613246,0.00336411743448068,0.130282760399146,0.0961418672136404,0.0340595853335299,NA,0.01048872976815,0.0343790697454255,0.000607195085884016,NA,NA,NA,NA,0.000354128275156618
"263","MOULTON FOR CONGRESS","C00547240","MOULTON, SETH","H4MA06090","DEM","MA",6,"northeast","I","Dem Hold",65.2,31.4,"33.8",3737058.25,201458.16,NA,5389.59,607162.8,107826.38,1985470.79,NA,2540.44,135570.27,3888.3,NA,NA,83.16,NA,432,0.0539082204565583,NA,0.00144220122873386,0.162470788353379,0.0288532778422707,0.531292438377165,NA,0.000679796735841621,0.0362772696946857,0.00104047080347222,NA,NA,2.22527973707662e-05,NA,0.000115598947380603
"264","ELISE FOR CONGRESS","C00547893","STEFANIK, ELISE M.","H4NY21079","REP","NY",21,"northeast","I","GOP Hold",56.1,42.4,"13.7",3000778.86,NA,NA,112900,910244.7,NA,223600.66,NA,92984.48,135,19630.22,NA,NA,NA,NA,NA,NA,NA,0.0376235655032574,0.30333614786929,NA,0.0745142079546642,NA,0.0309867818783554,4.49883201323272e-05,0.00654170830835565,NA,NA,NA,NA,NA
"265","FRIENDS OF HAGEDORN","C00550707","HAGEDORN, JAMES","H0MN01045","REP","MN",1,"midwest","I","GOP Pickup",50.2,49.8,"0.4",1778831.01,931501.43,50995,NA,286735.58,142603.8,NA,NA,4839.12,23779.94,84645.08,858,NA,NA,NA,2119,0.523659316013386,0.0286677035161423,NA,0.161193265907817,0.0801671430272626,NA,NA,0.00272039332167928,0.0133682962947672,0.0475846662916001,0.000482339241432496,NA,NA,NA,0.00119123176293177
"266","FRENCH HILL FOR ARKANSAS","C00551275","HILL, JAMES FRENCH","H4AR02141","REP","AR",2,"south","I","GOP Hold",52.1,45.8,"6.3",3724588.46,3710352.55,21500,NA,456756.62,290639.8,212484.17,NA,55303.58,158940.35,60989.75,492,1737681,18661.15,NA,NA,0.996177856922211,0.00577244982389276,NA,0.122632775380505,0.0780327284802896,0.0570490330091395,NA,0.014848239099146,0.0426732649007885,0.0163748963556634,0.000132095130853732,0.466543087554967,0.00501025823400634,NA,NA
"267","GARY PALMER FOR CONGRESS","C00551374","PALMER, GARY","H4AL06098","REP","AL",6,"south","I","GOP Hold",69.2,30.8,"38.4",1511405.64,32104.78,16248,NA,272495.79,140866.34,NA,NA,2256.68,73519.28,22.47,7576.4,NA,5756.5,NA,1955.42,0.0212416701051876,0.0107502576211109,NA,0.180292955635656,0.0932022061264771,NA,NA,0.00149310015807537,0.0486429837591449,1.48669552404211e-05,0.00501281707536833,NA,0.00380870617897125,NA,0.00129377577286267
"268","ZELDIN FOR CONGRESS","C00552547","ZELDIN, LEE M","H8NY01148","REP","NY",1,"northeast","I","GOP Hold",51.5,47.4,"4.1",4703154.55,93967.82,128645,13564.03,60777.34,233040.29,NA,157.59,3899.42,245561.97,888210.85,7184.99,NA,7573.83,116529.36,NA,0.0199797431704642,0.027352917841069,0.00288402812533558,0.0129226754838409,0.0495497835596323,NA,3.35072977774035e-05,0.000829107348811236,0.0522121838415878,0.188854276540838,0.00152769591635044,NA,0.00161037234041139,0.0247768511030538,NA
"269","BRENDA LAWRENCE FOR CONGRESS","C00552588","LAWRENCE, BRENDA LULENAR","H2MI14111","DEM","MI",14,"midwest","I","Dem Hold",80.9,17.3,"63.6",575132.06,NA,NA,NA,NA,161265.9,93259.58,NA,24467.97,12318.69,261.85,NA,NA,NA,NA,64.68,NA,NA,NA,NA,0.280398035887619,0.162153332227732,NA,0.0425432204214107,0.0214188894286297,0.000455286738840467,NA,NA,NA,NA,0.000112461127623454
"270","DR. BRIAN BABIN FOR CONGRESS","C00553859","BABIN, BRIAN","H6TX02079","REP","TX",36,"south","I","GOP Hold",72.6,27.4,"45.2",1121169.91,73257.05,NA,NA,301504.39,250933.34,NA,NA,939.52,13001.3,1624.59,NA,NA,18061.65,NA,396.36,0.0653398288221988,NA,NA,0.268919445046469,0.22381383745841,NA,NA,0.000837981818473883,0.0115961906255583,0.00144901320086266,NA,NA,0.0161096456825175,NA,0.00035352357966867
"271","RATCLIFFE FOR CONGRESS","C00554113","RATCLIFFE, JOHN L","H4TX04153","REP","TX",4,"south","I","GOP Hold",75.7,23,"52.7",834552.6,10047.46,NA,NA,286549.36,212799.36,NA,NA,9041.68,25860.03,2684.88,NA,NA,1914.75,NA,882.78,0.0120393370052409,NA,NA,0.343356859711419,0.254986156654476,NA,NA,0.0108341643175038,0.0309866987413376,0.00321714892506476,NA,NA,0.00229434310072247,NA,0.00105778832874045
"272","MARK DESAULNIER FOR CONGRESS","C00554709","DESAULNIER, MARK","H0CA10073","DEM","CA",11,"west","I","Dem Hold",74.1,25.9,"48.2",487559.36,NA,NA,NA,170857.28,160017.83,10393.54,NA,6474.81,7735.93,1320.28,NA,NA,NA,NA,NA,NA,NA,NA,0.350433801537519,0.328201739373848,0.0213174863466881,NA,0.0132800445057603,0.0158666423715053,0.00270793693715571,NA,NA,NA,NA,NA
"273","KATHLEEN RICE FOR CONGRESS","C00555813","RICE, KATHLEEN","H4NY04075","DEM","NY",4,"northeast","I","Dem Hold",61.3,38.7,"22.6",1751655.15,1250,52500,1600,667781.34,333377.34,81721.69,34528.31,31376.97,75008.99,68557.96,NA,NA,NA,NA,NA,0.000713610781208847,0.0299716528107716,0.000913421799947324,0.381228770971273,0.190321331227782,0.0466539832340858,0.019711819418337,0.0179127552589332,0.0428217791612693,0.0391389595149479,NA,NA,NA,NA,NA
"274","FRIENDS OF DON BEYER","C00555888","BEYER, DONALD STERNOFF HONORABLE JR.","H4VA08224","DEM","VA",8,"south","I","Dem Hold",76.3,23.7,"52.6",1985428,2325,NA,NA,168388.99,167794.5,332498.1,535,8461.27,7880,12245.23,NA,NA,NA,NA,1265,0.0011710321401733,NA,NA,0.0848124384263746,0.084513011804004,0.167469230815723,0.000269463309674287,0.00426168564158459,0.00396891753314651,0.00616755178228573,NA,NA,NA,NA,0.000637142218201818
"275","KATKO FOR CONGRESS","C00556365","KATKO, JOHN M","H4NY24073","REP","NY",24,"northeast","I","GOP Hold",52.6,47.4,"5.2",3172475.61,211443.5,96600,150,431293.91,168218.91,NA,NA,48378.72,146338.92,45098.13,NA,NA,NA,NA,NA,0.0666493697645795,0.030449406670143,4.72816873759985e-05,0.135948692131947,0.0530244927556748,NA,NA,0.0152495167646064,0.046127673775875,0.0142154378926809,NA,NA,NA,NA,NA
"276","TED LIEU FOR CONGRESS","C00556506","LIEU, TED","H4CA33119","DEM","CA",33,"west","I","Dem Hold",70,30,"40",1230725.31,9075,NA,NA,47527,254701.03,3000,NA,773.15,21398.66,14699.67,NA,NA,NA,NA,3034.3,0.00737370063511573,NA,NA,0.0386170655741207,0.206951972085469,0.00243758698681512,NA,0.000628206792952036,0.0173870317170937,0.0119439081008255,NA,NA,NA,NA,0.00246545673136437
"277","NORMA TORRES FOR CONGRESS","C00557652","TORRES, NORMA","H4CA35031","DEM","CA",35,"west","I","Dem Hold",69.4,30.6,"38.8",780708.04,39026.76,NA,28750,161718.37,142998.66,NA,NA,7293.77,24900.42,302278.33,NA,5570,NA,NA,5935.49,0.0499889305610328,NA,0.0368255462054675,0.207143210668101,0.183165348213911,NA,NA,0.00934250657902793,0.0318946632085408,0.387184855941794,NA,0.00713454929963319,NA,NA,0.00760270126076837
"278","DEBBIE DINGELL FOR CONGRESS","C00558213","DINGELL, DEBBIE","H4MI12079","DEM","MI",12,"midwest","I","Dem Hold",68.1,28.9,"39.2",1356287.19,515,36000,NA,256904.7,127978.29,171000.06,NA,26397.29,7273.99,1289.9,NA,NA,NA,NA,2343.4,0.000379713090116261,0.0265430509595833,NA,0.189417626218235,0.094359285366398,0.126079536296439,NA,0.0194629059351361,0.00536316353470831,0.000951052262021291,NA,NA,NA,NA,0.00172780515607465
"279","DONALD NORCROSS FOR CONGRESS","C00558320","NORCROSS, DONALD W","H4NJ01084","DEM","NJ",1,"northeast","I","Dem Hold",64.4,33.3,"31.1",1560522.58,44907.96,88200,NA,565857.58,361516.11,594.57,4502,13863.02,6125.83,155689.59,NA,NA,NA,52300,NA,0.0287775137479908,0.0565195282211168,NA,0.36260774900162,0.23166349185412,0.000381006982930039,0.0028849310209917,0.00888357539818488,0.00392549911068893,0.0997675983643889,NA,NA,NA,0.0335144141265806,NA
"280","BONNIE WATSON COLEMAN FOR CONGRESS","C00558437","COLEMAN, BONNIE WATSON","H4NJ12149","DEM","NJ",12,"northeast","I","Dem Hold",68.7,31.3,"37.4",964223.06,520,NA,NA,224381.45,212656.45,NA,NA,28373.13,64670.03,1173.02,520,NA,NA,NA,3956.15,0.00053929429980652,NA,NA,0.232706994167926,0.220546944811712,NA,NA,0.0294258986089795,0.0670695741294551,0.00121654422992124,0.00053929429980652,NA,NA,NA,0.00410294066188378
"281","GARRET GRAVES FOR CONGRESS","C00558486","GRAVES, GARRET","H4LA06153","REP","LA",6,"south","I","GOP Hold",69.5,20.5,"49",2132145.91,29822.51,20465,10354.5,577987.41,269961.32,NA,NA,70247.89,56588.24,250.12,NA,NA,NA,NA,NA,0.0139870868405999,0.00959831121501436,0.0048563749560648,0.271082484218915,0.126614843165213,NA,NA,0.0329470369126848,0.0265405100723149,0.000117309044764202,NA,NA,NA,NA,NA
